date,home_key,away_key,home_open_spread,away_open_spread,home_close_spread,away_close_spread,open_total,close_total,source
2025-12-04,det,dal,-4.833333333333333,4.833333333333333,-3.5,3.5,53.5,54.833333333333336,oddsapi-snapshots-2025
2025-12-14,chi,cle,-7.5,7.5,-7.5,7.5,40.0,38.0,oddsapi-snapshots-2025
2025-10-12,kc,det,-1.2045454545454546,2.0,-2.5,2.5833333333333335,49.0,52.0,oddsapi-snapshots-2025
2025-09-14,pit,sea,-2.5,2.8846153846153846,-2.5,3.1923076923076925,41.5,40.5,oddsapi-snapshots-2025
2025-12-27,lac,hou,0.2,3.5,-1.2,1.5,39.666666666666664,40.0,oddsapi-snapshots-2025
2025-11-09,nyj,cle,-2.0,1.6964285714285714,2.0,-2.0892857142857144,38.166666666666664,37.666666666666664,oddsapi-snapshots-2025
2025-12-28,gb,bal,-2.982142857142857,2.5,-2.5714285714285716,2.5,44.5,38.166666666666664,oddsapi-snapshots-2025
2025-09-28,hou,ten,-6.833333333333333,6.833333333333333,-7.166666666666667,7.166666666666667,40.333333333333336,39.5,oddsapi-snapshots-2025
2025-09-14,no,sf,7.166666666666667,-7.166666666666667,3.0,-3.0,44.5,40.5,oddsapi-snapshots-2025
2025-10-26,ind,ten,-12.0,14.5,-15.0,14.5,45.0,47.5,oddsapi-snapshots-2025
2025-11-27,bal,cin,-9.5,9.5,-7.333333333333333,7.333333333333333,50.833333333333336,51.5,oddsapi-snapshots-2025
2025-09-28,tb,phi,2.6666666666666665,-2.6666666666666665,3.5,-3.5,45.5,43.833333333333336,oddsapi-snapshots-2025
2025-11-23,kc,ind,-4.596153846153846,4.596153846153846,-4.403846153846154,4.403846153846154,50.0,49.666666666666664,oddsapi-snapshots-2025
2025-11-23,no,atl,3.1666666666666665,-3.1666666666666665,-1.6666666666666667,1.6666666666666667,40.333333333333336,40.833333333333336,oddsapi-snapshots-2025
2025-09-29,den,cin,-5.907407407407407,-2.5,-7.5,-2.5,44.333333333333336,44.5,oddsapi-snapshots-2025
2025-09-07,gb,det,-2.1666666666666665,2.1666666666666665,-1.1666666666666667,1.1666666666666667,47.166666666666664,47.666666666666664,oddsapi-snapshots-2025
2025-12-28,car,sea,7.5,-7.5,7.0,-7.0,42.5,42.5,oddsapi-snapshots-2025
2025-10-19,chi,no,-6.1,6.1,-4.16,4.16,45.5,44.666666666666664,oddsapi-snapshots-2025
2025-10-05,ari,ten,-8.0,8.0,-7.5,7.5,42.0,41.5,oddsapi-snapshots-2025
2025-11-24,sf,car,-6.166666666666667,6.166666666666667,-7.5,7.5,46.166666666666664,49.5,oddsapi-snapshots-2025
2025-11-23,gb,min,-5.666666666666667,5.666666666666667,-6.5,6.5,42.666666666666664,41.5,oddsapi-snapshots-2025
2026-01-17,sea,sf,-6.84375,6.84375,-6.875,6.875,45.666666666666664,44.0,oddsapi-snapshots-2025
2025-11-16,ari,sf,1.6666666666666667,-1.6666666666666667,3.5,-3.5,47.333333333333336,48.5,oddsapi-snapshots-2025
2026-01-12,pit,hou,3.0,-3.0,3.0,-3.0,39.5,38.0,oddsapi-snapshots-2025
2025-11-09,was,det,5.166666666666667,-5.166666666666667,8.166666666666666,-8.166666666666666,50.833333333333336,49.166666666666664,oddsapi-snapshots-2025
2025-12-21,den,jax,-2.8333333333333335,2.8333333333333335,-3.5,3.5,43.333333333333336,47.0,oddsapi-snapshots-2025
2025-12-21,mia,cin,1.5,-1.0178571428571428,3.5,-3.7142857142857144,50.5,48.333333333333336,oddsapi-snapshots-2025
2025-09-05,lac,kc,3.0,-3.0,3.0,-3.0,46.5,47.5,oddsapi-snapshots-2025
2025-12-28,nyj,ne,10.5,-10.5,13.166666666666666,-13.166666666666666,43.666666666666664,42.0,oddsapi-snapshots-2025
2025-11-16,buf,tb,-6.0,6.0,-6.666666666666667,6.666666666666667,50.333333333333336,45.5,oddsapi-snapshots-2025
2025-11-16,den,kc,2.8333333333333335,-2.8333333333333335,4.5,-4.5,45.0,45.0,oddsapi-snapshots-2025
2025-09-21,jax,hou,-1.5,1.5,-1.5,1.5,43.0,43.5,oddsapi-snapshots-2025
2025-11-09,min,bal,3.5,-3.5,4.5,-4.5,46.666666666666664,49.0,oddsapi-snapshots-2025
2025-11-30,was,den,6.5,-6.5,6.166666666666667,-6.166666666666667,43.5,43.0,oddsapi-snapshots-2025
2025-10-26,cin,nyj,-5.0,5.0,-6.0,6.0,43.166666666666664,44.5,oddsapi-snapshots-2025
2025-11-30,nyj,atl,1.5,-1.5,3.0,-3.0,39.5,38.5,oddsapi-snapshots-2025
2025-11-09,hou,jax,-1.9821428571428572,1.9821428571428572,-0.44642857142857145,0.44642857142857145,40.333333333333336,38.0,oddsapi-snapshots-2025
2025-10-12,tb,sf,-2.0,2.0,-3.3333333333333335,3.3333333333333335,47.0,46.5,oddsapi-snapshots-2025
2025-11-23,la,tb,-6.166666666666667,6.166666666666667,-7.333333333333333,7.333333333333333,48.666666666666664,49.5,oddsapi-snapshots-2025
2025-09-07,sea,sf,2.5,-2.5,1.3333333333333333,-1.3333333333333333,43.5,43.5,oddsapi-snapshots-2025
2025-12-20,chi,gb,3.0,-3.0,-1.0,1.0,45.833333333333336,44.833333333333336,oddsapi-snapshots-2025
2025-12-21,det,pit,-6.333333333333333,6.333333333333333,-7.5,7.5,49.666666666666664,52.0,oddsapi-snapshots-2025
2025-12-21,bal,ne,-1.5,1.5,-3.5,3.5,48.0,48.333333333333336,oddsapi-snapshots-2025
2025-10-26,bal,chi,-6.75,6.875,-2.75,2.5,49.5,45.0,oddsapi-snapshots-2025
2025-10-19,lac,ind,-1.3333333333333333,1.3333333333333333,-2.5,2.5,48.0,48.0,oddsapi-snapshots-2025
2025-10-12,pit,cle,-5.833333333333333,5.833333333333333,-6.0,6.0,37.5,38.5,oddsapi-snapshots-2025
2025-12-14,hou,ari,-8.0,8.0,-10.166666666666666,10.166666666666666,42.333333333333336,42.0,oddsapi-snapshots-2025
2025-10-12,mia,lac,5.5,-5.5,3.8333333333333335,-3.8333333333333335,44.5,44.0,oddsapi-snapshots-2025
2025-11-02,nyg,sf,2.5,-2.5,1.75,-1.75,45.666666666666664,47.333333333333336,oddsapi-snapshots-2025
2025-10-26,no,tb,5.5,6.0,4.0,-3.5,47.333333333333336,46.0,oddsapi-snapshots-2025
2025-10-26,phi,nyg,-8.0,7.0,-7.5,7.5,42.666666666666664,44.0,oddsapi-snapshots-2025
2025-12-21,no,nyj,-1.5,1.5,-4.5,4.5,39.666666666666664,40.0,oddsapi-snapshots-2025
2025-12-21,dal,lac,1.5,2.074074074074074,-2.5,1.1481481481481481,48.833333333333336,51.0,oddsapi-snapshots-2025
2025-10-26,hou,sf,-1.0,2.0,-2.0,2.5,42.666666666666664,42.0,oddsapi-snapshots-2025
2025-10-26,atl,mia,-6.0,7.5,-7.0,7.0,45.333333333333336,44.333333333333336,oddsapi-snapshots-2025
2025-12-18,sea,la,-0.5,0.5,-1.1666666666666667,1.1666666666666667,46.833333333333336,42.5,oddsapi-snapshots-2025
2025-09-18,buf,mia,-10.5,10.5,-11.5,11.5,48.5,50.166666666666664,oddsapi-snapshots-2025
2025-09-28,lv,chi,-2.5,2.5,-1.1666666666666667,1.1666666666666667,46.666666666666664,48.0,oddsapi-snapshots-2025
2025-09-07,ind,mia,-0.3333333333333333,0.3333333333333333,-1.0,1.0,46.166666666666664,46.5,oddsapi-snapshots-2025
2025-11-02,la,no,-12.666666666666666,12.666666666666666,-14.166666666666666,14.166666666666666,45.166666666666664,44.0,oddsapi-snapshots-2025
2025-12-28,sf,chi,-3.1666666666666665,3.1666666666666665,-3.5,3.5,50.666666666666664,51.5,oddsapi-snapshots-2025
2025-10-12,bal,la,7.166666666666667,-7.166666666666667,7.166666666666667,-7.166666666666667,45.166666666666664,44.333333333333336,oddsapi-snapshots-2025
2025-11-02,ten,lac,7.321428571428571,-7.321428571428571,9.821428571428571,-9.821428571428571,43.5,44.0,oddsapi-snapshots-2025
2026-02-08,ne,sea,5.0,-5.0,4.666666666666667,-4.666666666666667,46.166666666666664,45.333333333333336,oddsapi-snapshots-2025
2026-01-04,phi,was,-8.166666666666666,8.166666666666666,-3.5,3.5,42.166666666666664,38.5,oddsapi-snapshots-2025
2025-09-28,atl,was,2.1666666666666665,-2.1666666666666665,-2.0,2.0,45.333333333333336,43.5,oddsapi-snapshots-2025
2025-10-20,det,tb,-6.25,6.25,-6.0,6.0,52.666666666666664,54.0,oddsapi-snapshots-2025
2025-10-19,nyj,car,-2.5,2.5,1.0,-1.0,44.166666666666664,40.833333333333336,oddsapi-snapshots-2025
2025-12-15,pit,mia,-3.5,3.5,-3.0,3.0,41.666666666666664,42.333333333333336,oddsapi-snapshots-2025
2025-10-05,buf,ne,-10.0,10.0,-8.0,8.0,48.5,48.833333333333336,oddsapi-snapshots-2025
2025-09-21,ten,ind,2.1666666666666665,-2.1666666666666665,5.0,-5.0,42.5,43.5,oddsapi-snapshots-2025
2025-09-14,kc,phi,-2.71875,-0.75,1.09375,-1.7083333333333333,45.833333333333336,47.166666666666664,oddsapi-snapshots-2025
2025-10-05,phi,den,-5.5,5.5,-4.0,4.0,43.5,44.166666666666664,oddsapi-snapshots-2025
2025-09-29,mia,nyj,-3.0,-4.5,-2.5925925925925926,-4.5,44.166666666666664,44.166666666666664,oddsapi-snapshots-2025
2025-09-28,det,cle,-9.977272727272727,8.9,-10.0,10.1,46.833333333333336,44.5,oddsapi-snapshots-2025
2025-12-14,la,det,-4.5,4.5,-6.0,6.0,51.333333333333336,54.333333333333336,oddsapi-snapshots-2025
2026-01-04,buf,nyj,-11.5,11.5,-11.833333333333334,11.833333333333334,39.833333333333336,38.333333333333336,oddsapi-snapshots-2025
2025-09-15,lv,lac,3.0,-3.0,3.5,-3.5,44.5,46.5,oddsapi-snapshots-2025
