game_id,penalty_team,n,yds
2014_12_NYJ_BUF,BUF,4,24.0
2014_12_NYJ_BUF,NYJ,9,60.0
2014_12_STL_SD,LA,9,90.0
2014_12_STL_SD,LAC,8,85.0
2014_12_TB_CHI,CHI,6,45.0
2014_12_TB_CHI,TB,9,87.0
2014_12_TEN_PHI,PHI,9,69.0
2014_12_TEN_PHI,TEN,7,56.0
2014_12_WAS_SF,SF,5,47.0
2014_12_WAS_SF,WAS,7,53.0
2014_13_ARI_ATL,ARI,5,34.0
2014_13_ARI_ATL,ATL,8,61.0
2014_13_CAR_MIN,CAR,4,35.0
2014_13_CAR_MIN,MIN,5,25.0
2014_13_CHI_DET,CHI,5,41.0
2014_13_CHI_DET,DET,5,38.0
2014_13_CIN_TB,CIN,10,73.0
2014_13_CIN_TB,TB,13,94.0
2014_13_CLE_BUF,BUF,6,45.0
2014_13_CLE_BUF,CLE,10,76.0
2014_13_DEN_KC,DEN,5,32.0
2014_13_DEN_KC,KC,5,35.0
2014_13_MIA_NYJ,MIA,3,20.0
2014_13_MIA_NYJ,NYJ,7,57.0
2014_13_NE_GB,GB,4,22.0
2014_13_NE_GB,NE,4,25.0
2014_13_NO_PIT,NO,11,77.0
2014_13_NO_PIT,PIT,5,28.0
2014_13_NYG_JAX,JAX,7,49.0
2014_13_NYG_JAX,NYG,6,40.0
2014_13_OAK_STL,LA,8,60.0
2014_13_OAK_STL,LV,8,73.0
2014_13_PHI_DAL,DAL,6,42.0
2014_13_PHI_DAL,PHI,4,20.0
2014_13_SD_BAL,BAL,14,98.0
2014_13_SD_BAL,LAC,8,91.0
2014_13_SEA_SF,SEA,14,105.0
2014_13_SEA_SF,SF,3,20.0
2014_13_TEN_HOU,HOU,5,40.0
2014_13_TEN_HOU,TEN,6,66.0
2014_13_WAS_IND,IND,10,94.0
2014_13_WAS_IND,WAS,10,78.0
2014_14_ATL_GB,ATL,3,11.0
2014_14_ATL_GB,GB,5,40.0
2014_14_BAL_MIA,BAL,7,36.0
2014_14_BAL_MIA,MIA,6,30.0
2014_14_BUF_DEN,BUF,11,98.0
2014_14_BUF_DEN,DEN,5,45.0
2014_14_CAR_NO,CAR,6,55.0
2014_14_CAR_NO,NO,4,30.0
2014_14_DAL_CHI,CHI,9,54.0
2014_14_DAL_CHI,DAL,8,97.0
2014_14_HOU_JAX,HOU,7,64.0
2014_14_HOU_JAX,JAX,6,40.0
2014_14_IND_CLE,CLE,7,85.0
2014_14_IND_CLE,IND,6,40.0
2014_14_KC_ARI,ARI,6,40.0
2014_14_KC_ARI,KC,9,75.0
2014_14_NE_SD,LAC,8,61.0
2014_14_NE_SD,NE,6,70.0
2014_14_NYG_TEN,NYG,7,70.0
2014_14_NYG_TEN,TEN,5,39.0
2014_14_NYJ_MIN,MIN,6,70.0
2014_14_NYJ_MIN,NYJ,4,40.0
2014_14_PIT_CIN,CIN,7,54.0
2014_14_PIT_CIN,PIT,3,20.0
2014_14_SEA_PHI,PHI,4,69.0
2014_14_SEA_PHI,SEA,8,67.0
2014_14_SF_OAK,LV,10,84.0
2014_14_SF_OAK,SF,7,50.0
2014_14_STL_WAS,LA,11,98.0
2014_14_STL_WAS,WAS,5,51.0
2014_14_TB_DET,DET,9,122.0
2014_14_TB_DET,TB,5,50.0
2014_15_ARI_STL,ARI,8,59.0
2014_15_ARI_STL,LA,6,69.0
2014_15_CIN_CLE,CIN,5,41.0
2014_15_CIN_CLE,CLE,9,68.0
2014_15_DAL_PHI,DAL,11,79.0
2014_15_DAL_PHI,PHI,8,95.0
2014_15_DEN_SD,DEN,7,71.0
2014_15_DEN_SD,LAC,8,65.0
2014_15_GB_BUF,BUF,10,75.0
2014_15_GB_BUF,GB,9,70.0
2014_15_HOU_IND,HOU,8,66.0
2014_15_HOU_IND,IND,7,45.0
2014_15_JAX_BAL,BAL,9,70.0
2014_15_JAX_BAL,JAX,5,60.0
2014_15_MIA_NE,MIA,5,35.0
2014_15_MIA_NE,NE,5,51.0
2014_15_MIN_DET,DET,5,35.0
2014_15_MIN_DET,MIN,3,25.0
2014_15_NO_CHI,CHI,9,74.0
2014_15_NO_CHI,NO,3,25.0
2014_15_NYJ_TEN,NYJ,7,46.0
2014_15_NYJ_TEN,TEN,9,76.0
2014_15_OAK_KC,KC,11,84.0
2014_15_OAK_KC,LV,10,75.0
2014_15_PIT_ATL,ATL,3,25.0
2014_15_PIT_ATL,PIT,3,34.0
2014_15_SF_SEA,SEA,7,50.0
2014_15_SF_SEA,SF,8,78.0
2014_15_TB_CAR,CAR,4,25.0
2014_15_TB_CAR,TB,4,29.0
2014_15_WAS_NYG,NYG,9,60.0
2014_15_WAS_NYG,WAS,9,120.0
2014_16_ATL_NO,ATL,6,64.0
2014_16_ATL_NO,NO,3,25.0
2014_16_BAL_HOU,BAL,7,56.0
2014_16_BAL_HOU,HOU,7,69.0
2014_16_BUF_OAK,BUF,7,55.0
2014_16_BUF_OAK,LV,4,35.0
2014_16_CLE_CAR,CAR,5,49.0
2014_16_CLE_CAR,CLE,6,49.0
2014_16_DEN_CIN,CIN,7,45.0
2014_16_DEN_CIN,DEN,6,72.0
2014_16_DET_CHI,CHI,5,86.0
2014_16_DET_CHI,DET,7,60.0
2014_16_GB_TB,GB,5,40.0
2014_16_GB_TB,TB,3,30.0
2014_16_IND_DAL,DAL,7,67.0
2014_16_IND_DAL,IND,8,55.0
2014_16_KC_PIT,KC,4,39.0
2014_16_KC_PIT,PIT,4,40.0
2014_16_MIN_MIA,MIA,7,54.0
2014_16_MIN_MIA,MIN,8,74.0
2014_16_NE_NYJ,NE,5,38.0
2014_16_NE_NYJ,NYJ,2,14.0
2014_16_NYG_STL,LA,9,76.0
2014_16_NYG_STL,NYG,12,149.0
2014_16_PHI_WAS,PHI,13,102.0
2014_16_PHI_WAS,WAS,3,15.0
2014_16_SD_SF,LAC,8,38.0
2014_16_SD_SF,SF,9,92.0
2014_16_SEA_ARI,ARI,1,5.0
2014_16_SEA_ARI,SEA,11,97.0
2014_16_TEN_JAX,JAX,3,25.0
2014_16_TEN_JAX,TEN,7,47.0
2014_17_ARI_SF,ARI,3,21.0
2014_17_ARI_SF,SF,10,78.0
2014_17_BUF_NE,BUF,5,44.0
2014_17_BUF_NE,NE,5,55.0
2014_17_CAR_ATL,ATL,6,36.0
2014_17_CAR_ATL,CAR,5,36.0
2014_17_CHI_MIN,CHI,8,50.0
2014_17_CHI_MIN,MIN,4,25.0
2014_17_CIN_PIT,CIN,5,45.0
2014_17_CIN_PIT,PIT,1,10.0
2014_17_CLE_BAL,BAL,8,55.0
2014_17_CLE_BAL,CLE,7,58.0
2014_17_DAL_WAS,DAL,7,48.0
2014_17_DAL_WAS,WAS,9,101.0
2014_17_DET_GB,DET,10,53.0
2014_17_DET_GB,GB,5,40.0
2014_17_IND_TEN,IND,4,20.0
2014_17_IND_TEN,TEN,4,20.0
2014_17_JAX_HOU,HOU,6,55.0
2014_17_JAX_HOU,JAX,4,25.0
2014_17_NO_TB,NO,2,15.0
2014_17_NO_TB,TB,4,23.0
2014_17_NYJ_MIA,MIA,5,40.0
2014_17_NYJ_MIA,NYJ,5,40.0
2014_17_OAK_DEN,DEN,1,16.0
2014_17_OAK_DEN,LV,9,86.0
2014_17_PHI_NYG,NYG,8,106.0
2014_17_PHI_NYG,PHI,5,35.0
2014_17_SD_KC,KC,7,46.0
2014_17_SD_KC,LAC,10,67.0
2014_17_STL_SEA,LA,6,45.0
2014_17_STL_SEA,SEA,2,20.0
2014_18_ARI_CAR,ARI,7,38.0
2014_18_ARI_CAR,CAR,8,80.0
2014_18_BAL_PIT,BAL,2,14.0
2014_18_BAL_PIT,PIT,8,114.0
2014_18_CIN_IND,CIN,6,45.0
2014_18_CIN_IND,IND,9,66.0
2014_18_DET_DAL,DAL,6,46.0
2014_18_DET_DAL,DET,8,44.0
2014_19_BAL_NE,BAL,7,65.0
2014_19_BAL_NE,NE,7,60.0
2014_19_CAR_SEA,CAR,5,35.0
2014_19_CAR_SEA,SEA,6,60.0
2014_19_DAL_GB,DAL,5,35.0
2014_19_DAL_GB,GB,10,87.0
2014_19_IND_DEN,DEN,2,8.0
2014_19_IND_DEN,IND,10,67.0
2014_20_GB_SEA,GB,5,45.0
2014_20_GB_SEA,SEA,8,40.0
2014_20_IND_NE,IND,3,23.0
2014_20_IND_NE,NE,6,45.0
2014_21_NE_SEA,NE,5,36.0
2014_21_NE_SEA,SEA,7,70.0
2015_01_BAL_DEN,BAL,3,15.0
2015_01_BAL_DEN,DEN,8,45.0
2015_01_CAR_JAX,CAR,3,22.0
2015_01_CAR_JAX,JAX,3,25.0
2015_01_CIN_OAK,CIN,6,50.0
2015_01_CIN_OAK,LV,5,32.0
2015_01_CLE_NYJ,CLE,12,109.0
2015_01_CLE_NYJ,NYJ,4,30.0
2015_01_DET_SD,DET,4,29.0
2015_01_DET_SD,LAC,5,40.0
2015_01_GB_CHI,CHI,6,64.0
2015_01_GB_CHI,GB,10,74.0
2015_01_IND_BUF,BUF,11,113.0
2015_01_IND_BUF,IND,5,49.0
2015_01_KC_HOU,HOU,6,39.0
2015_01_KC_HOU,KC,2,25.0
2015_01_MIA_WAS,MIA,6,39.0
2015_01_MIA_WAS,WAS,11,88.0
2015_01_MIN_SF,MIN,5,25.0
2015_01_MIN_SF,SF,8,57.0
2015_01_NO_ARI,ARI,5,30.0
2015_01_NO_ARI,NO,7,73.0
2015_01_NYG_DAL,DAL,3,35.0
2015_01_NYG_DAL,NYG,5,44.0
2015_01_PHI_ATL,ATL,7,57.0
2015_01_PHI_ATL,PHI,10,88.0
2015_01_PIT_NE,NE,7,64.0
2015_01_PIT_NE,PIT,8,77.0
2015_01_SEA_STL,LA,4,30.0
2015_01_SEA_STL,SEA,7,46.0
2015_01_TEN_TB,TB,12,97.0
2015_01_TEN_TB,TEN,8,55.0
2015_02_ARI_CHI,ARI,8,58.0
2015_02_ARI_CHI,CHI,14,170.0
2015_02_ATL_NYG,ATL,6,65.0
2015_02_ATL_NYG,NYG,6,35.0
2015_02_BAL_OAK,BAL,10,109.0
2015_02_BAL_OAK,LV,16,106.0
2015_02_DAL_PHI,DAL,18,142.0
2015_02_DAL_PHI,PHI,8,60.0
2015_02_DEN_KC,DEN,8,85.0
2015_02_DEN_KC,KC,9,60.0
2015_02_DET_MIN,DET,6,39.0
2015_02_DET_MIN,MIN,10,97.0
2015_02_HOU_CAR,CAR,10,92.0
2015_02_HOU_CAR,HOU,10,70.0
2015_02_MIA_JAX,JAX,9,93.0
2015_02_MIA_JAX,MIA,13,112.0
2015_02_NE_BUF,BUF,14,140.0
2015_02_NE_BUF,NE,11,119.0
2015_02_NYJ_IND,IND,11,84.0
2015_02_NYJ_IND,NYJ,8,90.0
2015_02_SD_CIN,CIN,9,75.0
2015_02_SD_CIN,LAC,8,64.0
2015_02_SEA_GB,GB,6,35.0
2015_02_SEA_GB,SEA,6,92.0
2015_02_SF_PIT,PIT,7,58.0
2015_02_SF_PIT,SF,7,46.0
2015_02_STL_WAS,LA,9,80.0
2015_02_STL_WAS,WAS,7,53.0
2015_02_TB_NO,NO,10,115.0
2015_02_TB_NO,TB,11,90.0
2015_02_TEN_CLE,CLE,4,40.0
2015_02_TEN_CLE,TEN,9,85.0
2015_03_ATL_DAL,ATL,6,70.0
2015_03_ATL_DAL,DAL,5,31.0
2015_03_BUF_MIA,BUF,5,40.0
2015_03_BUF_MIA,MIA,6,36.0
2015_03_CHI_SEA,CHI,6,40.0
2015_03_CHI_SEA,SEA,5,41.0
2015_03_CIN_BAL,BAL,13,116.0
2015_03_CIN_BAL,CIN,9,67.0
2015_03_DEN_DET,DEN,9,94.0
2015_03_DEN_DET,DET,9,75.0
2015_03_IND_TEN,IND,11,71.0
2015_03_IND_TEN,TEN,6,55.0
2015_03_JAX_NE,JAX,7,114.0
2015_03_JAX_NE,NE,4,30.0
2015_03_KC_GB,GB,12,89.0
2015_03_KC_GB,KC,7,38.0
2015_03_NO_CAR,CAR,10,88.0
2015_03_NO_CAR,NO,8,55.0
2015_03_OAK_CLE,CLE,6,50.0
2015_03_OAK_CLE,LV,12,85.0
2015_03_PHI_NYJ,NYJ,6,53.0
2015_03_PHI_NYJ,PHI,5,21.0
2015_03_PIT_STL,LA,7,47.0
2015_03_PIT_STL,PIT,4,63.0
2015_03_SD_MIN,LAC,7,74.0
2015_03_SD_MIN,MIN,3,39.0
2015_03_SF_ARI,ARI,4,24.0
2015_03_SF_ARI,SF,6,45.0
2015_03_TB_HOU,HOU,6,58.0
2015_03_TB_HOU,TB,10,84.0
2015_03_WAS_NYG,NYG,8,67.0
2015_03_WAS_NYG,WAS,7,58.0
2015_04_BAL_PIT,BAL,4,30.0
2015_04_BAL_PIT,PIT,4,20.0
2015_04_CAR_TB,CAR,5,45.0
2015_04_CAR_TB,TB,5,48.0
2015_04_CLE_SD,CLE,12,91.0
2015_04_CLE_SD,LAC,6,31.0
2015_04_DAL_NO,DAL,6,30.0
2015_04_DAL_NO,NO,8,64.0
2015_04_DET_SEA,DET,4,37.0
2015_04_DET_SEA,SEA,5,30.0
2015_04_GB_SF,GB,8,65.0
2015_04_GB_SF,SF,4,30.0
2015_04_HOU_ATL,ATL,10,80.0
2015_04_HOU_ATL,HOU,5,35.0
2015_04_JAX_IND,IND,4,45.0
2015_04_JAX_IND,JAX,13,92.0
2015_04_KC_CIN,CIN,11,84.0
2015_04_KC_CIN,KC,7,46.0
2015_04_MIN_DEN,DEN,8,40.0
2015_04_MIN_DEN,MIN,9,63.0
2015_04_NYG_BUF,BUF,16,120.0
2015_04_NYG_BUF,NYG,11,85.0
2015_04_NYJ_MIA,MIA,9,80.0
2015_04_NYJ_MIA,NYJ,14,163.0
2015_04_OAK_CHI,CHI,7,48.0
2015_04_OAK_CHI,LV,5,47.0
2015_04_PHI_WAS,PHI,8,72.0
2015_04_PHI_WAS,WAS,10,110.0
2015_04_STL_ARI,ARI,3,20.0
2015_04_STL_ARI,LA,7,66.0
2015_05_ARI_DET,ARI,9,70.0
2015_05_ARI_DET,DET,9,85.0
2015_05_BUF_TEN,BUF,7,62.0
2015_05_BUF_TEN,TEN,9,74.0
2015_05_CHI_KC,CHI,6,49.0
2015_05_CHI_KC,KC,3,49.0
2015_05_CLE_BAL,BAL,12,98.0
2015_05_CLE_BAL,CLE,9,74.0
2015_05_DEN_OAK,DEN,6,103.0
2015_05_DEN_OAK,LV,6,41.0
2015_05_IND_HOU,HOU,13,125.0
2015_05_IND_HOU,IND,7,65.0
2015_05_JAX_TB,JAX,3,12.0
2015_05_JAX_TB,TB,10,72.0
2015_05_NE_DAL,DAL,7,50.0
2015_05_NE_DAL,NE,9,64.0
2015_05_NO_PHI,NO,7,78.0
2015_05_NO_PHI,PHI,4,35.0
2015_05_PIT_SD,LAC,7,54.0
2015_05_PIT_SD,PIT,8,86.0
2015_05_SEA_CIN,CIN,7,50.0
2015_05_SEA_CIN,SEA,10,112.0
2015_05_SF_NYG,NYG,6,65.0
2015_05_SF_NYG,SF,4,28.0
2015_05_STL_GB,GB,7,67.0
2015_05_STL_GB,LA,8,40.0
2015_05_WAS_ATL,ATL,4,62.0
2015_05_WAS_ATL,WAS,5,51.0
2015_06_ARI_PIT,ARI,9,111.0
2015_06_ARI_PIT,PIT,6,48.0
2015_06_ATL_NO,ATL,7,41.0
2015_06_ATL_NO,NO,3,15.0
2015_06_BAL_SF,BAL,3,15.0
2015_06_BAL_SF,SF,4,25.0
2015_06_CAR_SEA,CAR,5,25.0
2015_06_CAR_SEA,SEA,7,48.0
2015_06_CHI_DET,CHI,9,76.0
2015_06_CHI_DET,DET,10,98.0
2015_06_CIN_BUF,BUF,8,93.0
2015_06_CIN_BUF,CIN,3,20.0
2015_06_DEN_CLE,CLE,6,30.0
2015_06_DEN_CLE,DEN,8,81.0
2015_06_HOU_JAX,HOU,10,69.0
2015_06_HOU_JAX,JAX,7,64.0
2015_06_KC_MIN,KC,8,95.0
2015_06_KC_MIN,MIN,5,50.0
2015_06_MIA_TEN,MIA,9,97.0
2015_06_MIA_TEN,TEN,7,50.0
2015_06_NE_IND,IND,11,103.0
2015_06_NE_IND,NE,8,72.0
2015_06_NYG_PHI,NYG,12,94.0
2015_06_NYG_PHI,PHI,9,72.0
2015_06_SD_GB,GB,6,50.0
2015_06_SD_GB,LAC,9,76.0
2015_06_WAS_NYJ,NYJ,1,5.0
2015_06_WAS_NYJ,WAS,3,15.0
2015_07_ATL_TEN,ATL,6,53.0
2015_07_ATL_TEN,TEN,5,45.0
2015_07_BAL_ARI,ARI,4,40.0
2015_07_BAL_ARI,BAL,9,64.0
2015_07_BUF_JAX,BUF,10,87.0
2015_07_BUF_JAX,JAX,10,66.0
2015_07_CLE_STL,CLE,11,98.0
2015_07_CLE_STL,LA,9,75.0
2015_07_DAL_NYG,DAL,7,46.0
2015_07_DAL_NYG,NYG,3,13.0
2015_07_HOU_MIA,HOU,3,25.0
2015_07_HOU_MIA,MIA,8,52.0
2015_07_MIN_DET,DET,5,30.0
2015_07_MIN_DET,MIN,3,31.0
2015_07_NO_IND,IND,7,42.0
2015_07_NO_IND,NO,12,100.0
2015_07_NYJ_NE,NE,4,38.0
2015_07_NYJ_NE,NYJ,4,29.0
2015_07_OAK_SD,LAC,9,86.0
2015_07_OAK_SD,LV,14,136.0
2015_07_PHI_CAR,CAR,5,43.0
2015_07_PHI_CAR,PHI,7,46.0
2015_07_PIT_KC,KC,6,66.0
2015_07_PIT_KC,PIT,1,5.0
2015_07_SEA_SF,SEA,6,50.0
2015_07_SEA_SF,SF,4,33.0
2015_07_TB_WAS,TB,16,142.0
2015_07_TB_WAS,WAS,4,20.0
2015_08_ARI_CLE,ARI,5,25.0
2015_08_ARI_CLE,CLE,7,35.0
2015_08_CIN_PIT,CIN,10,94.0
2015_08_CIN_PIT,PIT,10,91.0
2015_08_DET_KC,DET,8,81.0
2015_08_DET_KC,KC,3,20.0
2015_08_GB_DEN,DEN,11,93.0
2015_08_GB_DEN,GB,2,15.0
2015_08_IND_CAR,CAR,6,55.0
2015_08_IND_CAR,IND,2,15.0
2015_08_MIA_NE,MIA,7,40.0
2015_08_MIA_NE,NE,8,69.0
2015_08_MIN_CHI,CHI,4,38.0
2015_08_MIN_CHI,MIN,4,35.0
2015_08_NYG_NO,NO,12,93.0
2015_08_NYG_NO,NYG,6,53.0
2015_08_NYJ_OAK,LV,6,61.0
2015_08_NYJ_OAK,NYJ,6,40.0
2015_08_SD_BAL,BAL,5,46.0
2015_08_SD_BAL,LAC,6,66.0
2015_08_SEA_DAL,DAL,5,40.0
2015_08_SEA_DAL,SEA,5,40.0
2015_08_SF_STL,LA,12,93.0
2015_08_SF_STL,SF,12,88.0
2015_08_TB_ATL,ATL,11,124.0
2015_08_TB_ATL,TB,8,43.0
2015_08_TEN_HOU,HOU,7,85.0
2015_08_TEN_HOU,TEN,6,45.0
2015_09_ATL_SF,ATL,6,63.0
2015_09_ATL_SF,SF,5,30.0
2015_09_CHI_SD,CHI,6,55.0
2015_09_CHI_SD,LAC,8,54.0
2015_09_CLE_CIN,CIN,2,20.0
2015_09_CLE_CIN,CLE,4,28.0
2015_09_DEN_IND,DEN,7,53.0
2015_09_DEN_IND,IND,4,30.0
2015_09_GB_CAR,CAR,6,45.0
2015_09_GB_CAR,GB,7,87.0
2015_09_JAX_NYJ,JAX,4,30.0
2015_09_JAX_NYJ,NYJ,6,41.0
2015_09_MIA_BUF,BUF,13,94.0
2015_09_MIA_BUF,MIA,8,62.0
2015_09_NYG_TB,NYG,6,49.0
2015_09_NYG_TB,TB,9,79.0
2015_09_OAK_PIT,LV,3,21.0
2015_09_OAK_PIT,PIT,5,42.0
2015_09_PHI_DAL,DAL,8,58.0
2015_09_PHI_DAL,PHI,10,70.0
2015_09_STL_MIN,LA,12,87.0
2015_09_STL_MIN,MIN,6,67.0
2015_09_TEN_NO,NO,8,75.0
2015_09_TEN_NO,TEN,6,52.0
2015_09_WAS_NE,NE,6,43.0
2015_09_WAS_NE,WAS,4,27.0
2015_10_ARI_SEA,ARI,9,66.0
2015_10_ARI_SEA,SEA,13,121.0
2015_10_BUF_NYJ,BUF,5,44.0
2015_10_BUF_NYJ,NYJ,3,20.0
2015_10_CAR_TEN,CAR,5,45.0
2015_10_CAR_TEN,TEN,4,30.0
2015_10_CHI_STL,CHI,4,44.0
2015_10_CHI_STL,LA,8,57.0
2015_10_CLE_PIT,CLE,12,188.0
2015_10_CLE_PIT,PIT,5,50.0
2015_10_DAL_TB,DAL,6,65.0
2015_10_DAL_TB,TB,7,62.0
2015_10_DET_GB,DET,3,35.0
2015_10_DET_GB,GB,5,55.0
2015_10_HOU_CIN,CIN,9,70.0
2015_10_HOU_CIN,HOU,5,54.0
2015_10_JAX_BAL,BAL,9,121.0
2015_10_JAX_BAL,JAX,4,30.0
2015_10_KC_DEN,DEN,5,55.0
2015_10_KC_DEN,KC,11,102.0
2015_10_MIA_PHI,MIA,8,84.0
2015_10_MIA_PHI,PHI,7,54.0
2015_10_MIN_OAK,LV,8,82.0
2015_10_MIN_OAK,MIN,3,15.0
2015_10_NE_NYG,NE,7,93.0
2015_10_NE_NYG,NYG,8,49.0
2015_10_NO_WAS,NO,7,50.0
2015_10_NO_WAS,WAS,5,26.0
2015_11_BUF_NE,BUF,5,44.0
2015_11_BUF_NE,NE,5,61.0
2015_11_CIN_ARI,ARI,7,40.0
2015_11_CIN_ARI,CIN,10,108.0
2015_11_DAL_MIA,DAL,10,79.0
2015_11_DAL_MIA,MIA,9,74.0
2015_11_DEN_CHI,DEN,8,118.0
2015_11_GB_MIN,GB,4,19.0
2015_11_GB_MIN,MIN,8,110.0
2015_11_IND_ATL,ATL,6,69.0
2015_11_IND_ATL,IND,7,42.0
2015_11_KC_SD,KC,5,35.0
2015_11_KC_SD,LAC,6,39.0
2015_11_NYJ_HOU,HOU,3,54.0
2015_11_NYJ_HOU,NYJ,7,54.0
2015_11_OAK_DET,DET,7,55.0
2015_11_OAK_DET,LV,6,31.0
2015_11_SF_SEA,SEA,8,51.0
2015_11_SF_SEA,SF,5,42.0
2015_11_STL_BAL,BAL,10,137.0
2015_11_STL_BAL,LA,6,35.0
2015_11_TB_PHI,PHI,5,25.0
2015_11_TB_PHI,TB,9,82.0
2015_11_TEN_JAX,JAX,8,88.0
2015_11_TEN_JAX,TEN,6,59.0
2015_11_WAS_CAR,CAR,8,66.0
2015_11_WAS_CAR,WAS,9,68.0
2015_12_ARI_SF,ARI,7,47.0
2015_12_ARI_SF,SF,13,81.0
2015_12_BAL_CLE,BAL,7,50.0
2015_12_BAL_CLE,CLE,2,15.0
2015_12_BUF_KC,BUF,9,91.0
2015_12_BUF_KC,KC,8,58.0
2015_12_CAR_DAL,CAR,8,53.0
2015_12_CAR_DAL,DAL,5,40.0
2015_12_CHI_GB,CHI,12,95.0
2015_12_CHI_GB,GB,3,38.0
2015_12_MIA_NYJ,MIA,6,45.0
2015_12_MIA_NYJ,NYJ,6,40.0
2015_12_MIN_ATL,ATL,6,78.0
2015_12_MIN_ATL,MIN,9,53.0
2015_12_NE_DEN,DEN,6,46.0
2015_12_NE_DEN,NE,5,47.0
2015_12_NO_HOU,HOU,6,40.0
2015_12_NO_HOU,NO,10,82.0
2015_12_NYG_WAS,NYG,4,35.0
2015_12_NYG_WAS,WAS,7,80.0
2015_12_OAK_TEN,LV,11,94.0
2015_12_OAK_TEN,TEN,4,25.0
2015_12_PHI_DET,DET,4,29.0
2015_12_PHI_DET,PHI,2,30.0
2015_12_PIT_SEA,PIT,6,65.0
2015_12_PIT_SEA,SEA,8,76.0
2015_12_SD_JAX,JAX,6,35.0
2015_12_SD_JAX,LAC,8,70.0
2015_12_STL_CIN,CIN,3,35.0
2015_12_STL_CIN,LA,7,45.0
2015_12_TB_IND,IND,6,45.0
2015_12_TB_IND,TB,12,95.0
2015_13_ARI_STL,ARI,3,25.0
2015_13_ARI_STL,LA,7,104.0
2015_13_ATL_TB,ATL,7,58.0
2015_13_ATL_TB,TB,8,53.0
2015_13_BAL_MIA,BAL,5,36.0
2015_13_BAL_MIA,MIA,5,31.0
2015_13_CAR_NO,CAR,8,87.0
2015_13_CAR_NO,NO,11,104.0
2015_13_CIN_CLE,CIN,5,55.0
2015_13_CIN_CLE,CLE,7,84.0
2015_13_DAL_WAS,DAL,8,70.0
2015_13_DAL_WAS,WAS,9,72.0
2015_13_DEN_SD,DEN,3,18.0
2015_13_DEN_SD,LAC,8,72.0
2015_13_GB_DET,DET,9,108.0
2015_13_GB_DET,GB,7,55.0
2015_13_HOU_BUF,BUF,5,42.0
2015_13_HOU_BUF,HOU,10,89.0
2015_13_IND_PIT,IND,5,30.0
2015_13_IND_PIT,PIT,4,48.0
2015_13_JAX_TEN,JAX,6,21.0
2015_13_JAX_TEN,TEN,4,38.0
2015_13_KC_OAK,KC,11,88.0
2015_13_KC_OAK,LV,4,21.0
2015_13_NYJ_NYG,NYG,8,60.0
2015_13_NYJ_NYG,NYJ,8,61.0
2015_13_PHI_NE,NE,3,30.0
2015_13_PHI_NE,PHI,8,97.0
2015_13_SEA_MIN,MIN,9,95.0
2015_13_SEA_MIN,SEA,9,65.0
2015_13_SF_CHI,CHI,8,72.0
2015_13_SF_CHI,SF,6,50.0
2015_14_ATL_CAR,ATL,6,54.0
2015_14_ATL_CAR,CAR,6,60.0
2015_14_BUF_PHI,BUF,15,101.0
2015_14_BUF_PHI,PHI,5,55.0
2015_14_DAL_GB,DAL,6,30.0
2015_14_DAL_GB,GB,8,69.0
2015_14_DET_STL,DET,5,45.0
2015_14_DET_STL,LA,5,48.0
2015_14_IND_JAX,IND,8,85.0
2015_14_IND_JAX,JAX,5,40.0
2015_14_MIN_ARI,ARI,4,30.0
2015_14_MIN_ARI,MIN,3,25.0
2015_14_NE_HOU,HOU,4,36.0
2015_14_NE_HOU,NE,6,46.0
2015_14_NO_TB,NO,12,95.0
2015_14_NO_TB,TB,8,80.0
2015_14_NYG_MIA,MIA,12,123.0
2015_14_NYG_MIA,NYG,3,25.0
2015_14_OAK_DEN,DEN,4,27.0
2015_14_OAK_DEN,LV,10,70.0
2015_14_PIT_CIN,CIN,4,27.0
2015_14_PIT_CIN,PIT,5,82.0
2015_14_SD_KC,KC,8,53.0
2015_14_SD_KC,LAC,7,48.0
2015_14_SEA_BAL,BAL,9,94.0
2015_14_SEA_BAL,SEA,6,42.0
2015_14_SF_CLE,CLE,8,71.0
2015_14_SF_CLE,SF,5,40.0
2015_14_TEN_NYJ,NYJ,3,20.0
2015_14_TEN_NYJ,TEN,3,20.0
2015_14_WAS_CHI,CHI,7,79.0
2015_14_WAS_CHI,WAS,8,63.0
2015_15_ARI_PHI,ARI,1,10.0
2015_15_ARI_PHI,PHI,5,38.0
2015_15_ATL_JAX,ATL,5,43.0
2015_15_ATL_JAX,JAX,5,62.0
2015_15_BUF_WAS,BUF,8,56.0
2015_15_BUF_WAS,WAS,5,6.0
2015_15_CAR_NYG,CAR,7,88.0
2015_15_CAR_NYG,NYG,7,47.0
2015_15_CHI_MIN,CHI,6,39.0
2015_15_CHI_MIN,MIN,4,45.0
2015_15_CIN_SF,CIN,6,45.0
2015_15_CIN_SF,SF,11,98.0
2015_15_CLE_SEA,CLE,4,40.0
2015_15_CLE_SEA,SEA,5,30.0
2015_15_DEN_PIT,DEN,12,127.0
2015_15_DEN_PIT,PIT,9,63.0
2015_15_DET_NO,DET,10,92.0
2015_15_DET_NO,NO,6,28.0
2015_15_GB_OAK,GB,6,75.0
2015_15_GB_OAK,LV,10,95.0
2015_15_HOU_IND,HOU,6,48.0
2015_15_HOU_IND,IND,8,94.0
2015_15_KC_BAL,BAL,7,63.0
2015_15_KC_BAL,KC,6,55.0
