game_id,penalty_team,n,yds
2000_05_ARI_SF,ARI,4,40.0
2000_05_ARI_SF,SF,6,40.0
2000_05_ATL_PHI,ATL,2,10.0
2000_05_ATL_PHI,PHI,9,110.0
2000_05_BAL_CLE,BAL,6,62.0
2000_05_BAL_CLE,CLE,8,60.0
2000_05_CHI_GB,CHI,8,65.0
2000_05_CHI_GB,GB,4,35.0
2000_05_DAL_CAR,CAR,5,55.0
2000_05_DAL_CAR,DAL,4,45.0
2000_05_IND_BUF,BUF,8,60.0
2000_05_IND_BUF,IND,3,20.0
2000_05_MIA_CIN,CIN,10,123.0
2000_05_MIA_CIN,MIA,8,61.0
2000_05_MIN_DET,DET,9,55.0
2000_05_MIN_DET,MIN,10,72.0
2000_05_NE_DEN,DEN,7,50.0
2000_05_NE_DEN,NE,5,17.0
2000_05_NYG_TEN,NYG,7,48.0
2000_05_NYG_TEN,TEN,6,64.0
2000_05_PIT_JAX,JAX,10,75.0
2000_05_PIT_JAX,PIT,7,55.0
2000_05_SD_STL,LA,4,36.0
2000_05_SD_STL,LAC,3,15.0
2000_05_SEA_KC,KC,12,77.0
2000_05_SEA_KC,SEA,7,45.0
2000_05_TB_WAS,TB,4,40.0
2000_05_TB_WAS,WAS,8,48.0
2000_06_BAL_JAX,BAL,5,25.0
2000_06_BAL_JAX,JAX,6,34.0
2000_06_CLE_ARI,ARI,3,20.0
2000_06_CLE_ARI,CLE,8,86.0
2000_06_DEN_SD,DEN,9,113.0
2000_06_DEN_SD,LAC,6,57.0
2000_06_GB_DET,DET,6,50.0
2000_06_GB_DET,GB,4,29.0
2000_06_IND_NE,IND,5,52.0
2000_06_IND_NE,NE,7,34.0
2000_06_NO_CHI,CHI,5,45.0
2000_06_NO_CHI,NO,10,149.0
2000_06_NYG_ATL,ATL,2,13.0
2000_06_NYG_ATL,NYG,8,71.0
2000_06_OAK_SF,LV,8,64.0
2000_06_OAK_SF,SF,13,124.0
2000_06_PIT_NYJ,NYJ,6,45.0
2000_06_PIT_NYJ,PIT,8,57.0
2000_06_SEA_CAR,CAR,5,30.0
2000_06_SEA_CAR,SEA,12,80.0
2000_06_TB_MIN,MIN,4,44.0
2000_06_TB_MIN,TB,7,58.0
2000_06_TEN_CIN,CIN,2,10.0
2000_06_TEN_CIN,TEN,6,50.0
2000_06_WAS_PHI,PHI,5,48.0
2000_06_WAS_PHI,WAS,12,80.0
2000_07_ATL_STL,ATL,8,40.0
2000_07_ATL_STL,LA,11,96.0
2000_07_BAL_WAS,BAL,7,41.0
2000_07_BAL_WAS,WAS,6,51.0
2000_07_CAR_NO,CAR,7,45.0
2000_07_CAR_NO,NO,8,59.0
2000_07_CIN_PIT,CIN,6,46.0
2000_07_CIN_PIT,PIT,8,65.0
2000_07_CLE_DEN,CLE,9,116.0
2000_07_CLE_DEN,DEN,2,14.0
2000_07_DAL_NYG,DAL,9,81.0
2000_07_DAL_NYG,NYG,9,72.0
2000_07_IND_SEA,IND,3,25.0
2000_07_IND_SEA,SEA,5,39.0
2000_07_JAX_TEN,JAX,5,40.0
2000_07_JAX_TEN,TEN,10,89.0
2000_07_MIN_CHI,CHI,8,53.0
2000_07_MIN_CHI,MIN,7,73.0
2000_07_NYJ_NE,NE,4,30.0
2000_07_NYJ_NE,NYJ,5,68.0
2000_07_OAK_KC,KC,6,40.0
2000_07_OAK_KC,LV,8,69.0
2000_07_PHI_ARI,ARI,9,65.0
2000_07_PHI_ARI,PHI,10,95.0
2000_07_SD_BUF,BUF,10,103.0
2000_07_SD_BUF,LAC,12,88.0
2000_07_SF_GB,GB,9,65.0
2000_07_SF_GB,SF,4,53.0
2000_08_ARI_DAL,ARI,11,59.0
2000_08_ARI_DAL,DAL,5,30.0
2000_08_BUF_MIN,BUF,11,72.0
2000_08_BUF_MIN,MIN,9,55.0
2000_08_CHI_PHI,CHI,7,50.0
2000_08_CHI_PHI,PHI,4,35.0
2000_08_CLE_PIT,CLE,8,77.0
2000_08_CLE_PIT,PIT,5,47.0
2000_08_DEN_CIN,CIN,9,69.0
2000_08_DEN_CIN,DEN,6,38.0
2000_08_DET_TB,DET,7,55.0
2000_08_DET_TB,TB,7,54.0
2000_08_MIA_NYJ,MIA,13,95.0
2000_08_MIA_NYJ,NYJ,3,30.0
2000_08_NE_IND,IND,8,106.0
2000_08_NE_IND,NE,6,48.0
2000_08_NO_ATL,ATL,7,48.0
2000_08_NO_ATL,NO,6,45.0
2000_08_SEA_OAK,LV,10,90.0
2000_08_SEA_OAK,SEA,10,68.0
2000_08_SF_CAR,CAR,6,63.0
2000_08_SF_CAR,SF,13,82.0
2000_08_STL_KC,KC,6,50.0
2000_08_STL_KC,LA,8,87.0
2000_08_TEN_BAL,BAL,8,52.0
2000_08_TEN_BAL,TEN,4,20.0
2000_08_WAS_JAX,JAX,5,42.0
2000_08_WAS_JAX,WAS,6,59.0
2000_09_CAR_ATL,ATL,8,98.0
2000_09_CAR_ATL,CAR,9,58.0
2000_09_CIN_CLE,CIN,6,84.0
2000_09_CIN_CLE,CLE,9,71.0
2000_09_DET_IND,DET,9,57.0
2000_09_DET_IND,IND,3,20.0
2000_09_GB_MIA,GB,7,59.0
2000_09_GB_MIA,MIA,7,104.0
2000_09_JAX_DAL,DAL,7,54.0
2000_09_JAX_DAL,JAX,8,50.0
2000_09_KC_SEA,KC,7,53.0
2000_09_KC_SEA,SEA,10,99.0
2000_09_MIN_TB,MIN,6,46.0
2000_09_MIN_TB,TB,4,34.0
2000_09_NO_ARI,ARI,4,27.0
2000_09_NO_ARI,NO,5,55.0
2000_09_NYJ_BUF,BUF,5,45.0
2000_09_NYJ_BUF,NYJ,2,20.0
2000_09_OAK_SD,LAC,11,88.0
2000_09_OAK_SD,LV,8,50.0
2000_09_PHI_NYG,NYG,5,35.0
2000_09_PHI_NYG,PHI,8,74.0
2000_09_PIT_BAL,BAL,4,20.0
2000_09_PIT_BAL,PIT,3,20.0
2000_09_STL_SF,LA,11,90.0
2000_09_STL_SF,SF,8,80.0
2000_09_TEN_WAS,TEN,10,56.0
2000_09_TEN_WAS,WAS,7,62.0
2000_10_BAL_CIN,BAL,6,50.0
2000_10_BAL_CIN,CIN,6,40.0
2000_10_BUF_NE,BUF,7,73.0
2000_10_BUF_NE,NE,8,103.0
2000_10_CAR_STL,CAR,5,40.0
2000_10_CAR_STL,LA,7,52.0
2000_10_DAL_PHI,DAL,12,97.0
2000_10_DAL_PHI,PHI,7,91.0
2000_10_DEN_NYJ,DEN,6,57.0
2000_10_DEN_NYJ,NYJ,2,10.0
2000_10_IND_CHI,CHI,8,58.0
2000_10_IND_CHI,IND,7,81.0
2000_10_KC_OAK,KC,9,80.0
2000_10_KC_OAK,LV,9,81.0
2000_10_MIA_DET,DET,5,40.0
2000_10_MIA_DET,MIA,7,62.0
2000_10_MIN_GB,GB,8,63.0
2000_10_MIN_GB,MIN,11,129.0
2000_10_NYG_CLE,CLE,4,55.0
2000_10_NYG_CLE,NYG,3,28.0
2000_10_PIT_TEN,PIT,4,25.0
2000_10_PIT_TEN,TEN,14,115.0
2000_10_SD_SEA,LAC,9,53.0
2000_10_SD_SEA,SEA,5,34.0
2000_10_SF_NO,NO,10,54.0
2000_10_SF_NO,SF,14,97.0
2000_10_TB_ATL,ATL,5,25.0
2000_10_TB_ATL,TB,4,43.0
2000_10_WAS_ARI,ARI,8,74.0
2000_10_WAS_ARI,WAS,8,59.0
2000_11_ARI_MIN,ARI,8,65.0
2000_11_ARI_MIN,MIN,4,35.0
2000_11_ATL_DET,ATL,10,82.0
2000_11_ATL_DET,DET,9,70.0
2000_11_BAL_TEN,BAL,8,72.0
2000_11_BAL_TEN,TEN,8,64.0
2000_11_CHI_BUF,BUF,3,15.0
2000_11_CHI_BUF,CHI,3,20.0
2000_11_CIN_DAL,CIN,7,94.0
2000_11_CIN_DAL,DAL,13,100.0
2000_11_GB_TB,GB,4,35.0
2000_11_GB_TB,TB,6,37.0
2000_11_KC_SF,KC,7,50.0
2000_11_KC_SF,SF,6,53.0
2000_11_MIA_SD,LAC,8,88.0
2000_11_MIA_SD,MIA,8,60.0
2000_11_NE_CLE,CLE,4,25.0
2000_11_NE_CLE,NE,5,40.0
2000_11_NO_CAR,CAR,3,22.0
2000_11_NO_CAR,NO,8,99.0
2000_11_NYJ_IND,IND,4,64.0
2000_11_NYJ_IND,NYJ,6,65.0
2000_11_OAK_DEN,DEN,5,45.0
2000_11_OAK_DEN,LV,9,54.0
2000_11_PHI_PIT,PHI,9,61.0
2000_11_PHI_PIT,PIT,13,141.0
2000_11_SEA_JAX,JAX,7,55.0
2000_11_SEA_JAX,SEA,5,50.0
2000_11_STL_NYG,LA,2,10.0
2000_11_STL_NYG,NYG,7,49.0
2000_12_ARI_PHI,ARI,9,114.0
2000_12_ARI_PHI,PHI,5,35.0
2000_12_ATL_SF,ATL,6,40.0
2000_12_ATL_SF,SF,9,85.0
2000_12_BUF_KC,BUF,6,45.0
2000_12_BUF_KC,KC,7,57.0
2000_12_CAR_MIN,CAR,5,30.0
2000_12_CAR_MIN,MIN,8,53.0
2000_12_CIN_NE,CIN,8,75.0
2000_12_CIN_NE,NE,9,69.0
2000_12_CLE_TEN,CLE,7,61.0
2000_12_CLE_TEN,TEN,5,45.0
2000_12_DAL_BAL,BAL,6,55.0
2000_12_DAL_BAL,DAL,3,15.0
2000_12_DET_NYG,DET,6,55.0
2000_12_DET_NYG,NYG,10,103.0
2000_12_IND_GB,GB,7,46.0
2000_12_IND_GB,IND,5,69.0
2000_12_JAX_PIT,JAX,8,55.0
2000_12_JAX_PIT,PIT,4,30.0
2000_12_NYJ_MIA,MIA,10,88.0
2000_12_NYJ_MIA,NYJ,4,29.0
2000_12_OAK_NO,LV,5,32.0
2000_12_OAK_NO,NO,12,93.0
2000_12_SD_DEN,DEN,7,63.0
2000_12_SD_DEN,LAC,9,62.0
2000_12_TB_CHI,CHI,4,25.0
2000_12_TB_CHI,TB,1,8.0
2000_12_WAS_STL,LA,8,52.0
2000_12_WAS_STL,WAS,9,67.0
2000_13_ATL_OAK,ATL,10,55.0
2000_13_ATL_OAK,LV,12,108.0
2000_13_BUF_TB,BUF,8,70.0
2000_13_BUF_TB,TB,7,71.0
2000_13_CHI_NYJ,CHI,5,29.0
2000_13_CHI_NYJ,NYJ,4,35.0
2000_13_CLE_BAL,BAL,3,25.0
2000_13_CLE_BAL,CLE,3,11.0
2000_13_DEN_SEA,DEN,5,53.0
2000_13_DEN_SEA,SEA,5,43.0
2000_13_GB_CAR,CAR,2,25.0
2000_13_GB_CAR,GB,6,55.0
2000_13_KC_SD,KC,11,90.0
2000_13_KC_SD,LAC,5,43.0
2000_13_MIA_IND,IND,10,78.0
2000_13_MIA_IND,MIA,4,30.0
2000_13_MIN_DAL,DAL,5,45.0
2000_13_MIN_DAL,MIN,4,21.0
2000_13_NE_DET,DET,10,99.0
2000_13_NE_DET,NE,9,81.0
2000_13_NO_STL,LA,14,132.0
2000_13_NO_STL,NO,17,116.0
2000_13_NYG_ARI,ARI,12,99.0
2000_13_NYG_ARI,NYG,4,45.0
2000_13_PHI_WAS,PHI,11,98.0
2000_13_PHI_WAS,WAS,6,46.0
2000_13_PIT_CIN,CIN,3,15.0
2000_13_PIT_CIN,PIT,4,35.0
2000_13_TEN_JAX,JAX,4,25.0
2000_13_TEN_JAX,TEN,4,40.0
2000_14_ARI_CIN,ARI,6,39.0
2000_14_ARI_CIN,CIN,5,47.0
2000_14_CLE_JAX,CLE,9,85.0
2000_14_CLE_JAX,JAX,9,59.0
2000_14_DAL_TB,DAL,7,58.0
2000_14_DAL_TB,TB,6,35.0
2000_14_DEN_NO,DEN,4,21.0
2000_14_DEN_NO,NO,6,45.0
2000_14_DET_MIN,DET,5,35.0
2000_14_DET_MIN,MIN,6,59.0
2000_14_GB_CHI,CHI,5,41.0
2000_14_GB_CHI,GB,5,42.0
2000_14_IND_NYJ,IND,2,20.0
2000_14_IND_NYJ,NYJ,4,54.0
2000_14_KC_NE,KC,7,40.0
2000_14_KC_NE,NE,5,65.0
2000_14_MIA_BUF,BUF,4,30.0
2000_14_MIA_BUF,MIA,10,86.0
2000_14_NYG_WAS,NYG,3,20.0
2000_14_NYG_WAS,WAS,4,35.0
2000_14_OAK_PIT,LV,3,31.0
2000_14_OAK_PIT,PIT,3,15.0
2000_14_SEA_ATL,ATL,4,25.0
2000_14_SEA_ATL,SEA,5,35.0
2000_14_SF_SD,LAC,8,68.0
2000_14_SF_SD,SF,8,60.0
2000_14_STL_CAR,CAR,1,10.0
2000_14_STL_CAR,LA,9,72.0
2000_14_TEN_PHI,PHI,6,34.0
2000_14_TEN_PHI,TEN,1,5.0
2000_15_ARI_JAX,ARI,4,53.0
2000_15_ARI_JAX,JAX,2,15.0
2000_15_BUF_IND,BUF,10,106.0
2000_15_BUF_IND,IND,7,67.0
2000_15_CAR_KC,CAR,5,47.0
2000_15_CAR_KC,KC,5,35.0
2000_15_CIN_TEN,CIN,4,34.0
2000_15_CIN_TEN,TEN,7,39.0
2000_15_DET_GB,DET,3,30.0
2000_15_DET_GB,GB,2,11.0
2000_15_MIN_STL,LA,7,43.0
2000_15_MIN_STL,MIN,7,60.0
2000_15_NE_CHI,CHI,3,35.0
2000_15_NE_CHI,NE,7,60.0
2000_15_NO_SF,NO,1,5.0
2000_15_NO_SF,SF,2,15.0
2000_15_NYJ_OAK,LV,7,60.0
2000_15_NYJ_OAK,NYJ,6,27.0
2000_15_PHI_CLE,CLE,6,55.0
2000_15_PHI_CLE,PHI,4,21.0
2000_15_PIT_NYG,NYG,6,91.0
2000_15_PIT_NYG,PIT,5,42.0
2000_15_SD_BAL,BAL,3,15.0
2000_15_SD_BAL,LAC,4,20.0
2000_15_SEA_DEN,DEN,2,15.0
2000_15_SEA_DEN,SEA,4,38.0
2000_15_TB_MIA,MIA,6,46.0
2000_15_TB_MIA,TB,7,63.0
2000_15_WAS_DAL,DAL,6,35.0
2000_15_WAS_DAL,WAS,11,121.0
2000_16_ATL_NO,ATL,5,33.0
2000_16_ATL_NO,NO,7,50.0
2000_16_BAL_ARI,ARI,3,15.0
2000_16_BAL_ARI,BAL,6,64.0
2000_16_CHI_SF,CHI,4,30.0
2000_16_CHI_SF,SF,9,80.0
2000_16_DEN_KC,DEN,7,51.0
2000_16_DEN_KC,KC,6,51.0
2000_16_DET_NYJ,DET,4,25.0
2000_16_DET_NYJ,NYJ,7,45.0
2000_16_GB_MIN,GB,3,25.0
2000_16_GB_MIN,MIN,8,67.0
2000_16_IND_MIA,IND,4,35.0
2000_16_IND_MIA,MIA,8,45.0
2000_16_JAX_CIN,CIN,6,40.0
2000_16_JAX_CIN,JAX,6,47.0
2000_16_NE_BUF,BUF,6,54.0
2000_16_NE_BUF,NE,9,75.0
2000_16_NYG_DAL,DAL,7,75.0
2000_16_NYG_DAL,NYG,7,79.0
2000_16_OAK_SEA,LV,7,45.0
2000_16_OAK_SEA,SEA,5,55.0
2000_16_SD_CAR,CAR,7,45.0
2000_16_SD_CAR,LAC,10,95.0
2000_16_STL_TB,LA,2,20.0
2000_16_STL_TB,TB,5,40.0
2000_16_TEN_CLE,CLE,7,66.0
2000_16_TEN_CLE,TEN,3,25.0
2000_16_WAS_PIT,PIT,6,40.0
2000_16_WAS_PIT,WAS,7,70.0
2000_17_ARI_WAS,ARI,7,50.0
2000_17_ARI_WAS,WAS,8,85.0
2000_17_BUF_SEA,BUF,2,10.0
2000_17_BUF_SEA,SEA,4,45.0
2000_17_CAR_OAK,CAR,5,70.0
2000_17_CAR_OAK,LV,7,60.0
2000_17_CHI_DET,CHI,5,28.0
2000_17_CHI_DET,DET,2,20.0
2000_17_CIN_PHI,CIN,6,39.0
2000_17_CIN_PHI,PHI,4,34.0
2000_17_DAL_TEN,DAL,7,51.0
2000_17_DAL_TEN,TEN,7,51.0
2000_17_JAX_NYG,JAX,3,25.0
2000_17_JAX_NYG,NYG,1,10.0
2000_17_KC_ATL,ATL,4,30.0
2000_17_KC_ATL,KC,5,25.0
2000_17_MIA_NE,MIA,5,25.0
2000_17_MIA_NE,NE,5,58.0
2000_17_MIN_IND,IND,3,20.0
2000_17_MIN_IND,MIN,6,53.0
2000_17_NYJ_BAL,BAL,5,32.0
2000_17_NYJ_BAL,NYJ,4,19.0
2000_17_PIT_SD,LAC,8,82.0
2000_17_PIT_SD,PIT,1,10.0
2000_17_SF_DEN,DEN,8,90.0
2000_17_SF_DEN,SF,11,110.0
2000_17_STL_NO,LA,6,65.0
2000_17_STL_NO,NO,7,48.0
2000_17_TB_GB,GB,6,43.0
2000_17_TB_GB,TB,4,54.0
2000_18_DEN_BAL,BAL,4,30.0
2000_18_DEN_BAL,DEN,6,33.0
2000_18_IND_MIA,IND,1,10.0
2000_18_IND_MIA,MIA,7,55.0
2000_18_STL_NO,LA,9,60.0
2000_18_STL_NO,NO,5,40.0
2000_18_TB_PHI,PHI,2,20.0
2000_18_TB_PHI,TB,7,62.0
2000_19_BAL_TEN,BAL,7,50.0
2000_19_BAL_TEN,TEN,6,55.0
2000_19_MIA_OAK,LV,6,40.0
2000_19_MIA_OAK,MIA,8,55.0
2000_19_NO_MIN,MIN,5,60.0
2000_19_NO_MIN,NO,7,40.0
2000_19_PHI_NYG,NYG,4,18.0
2000_19_PHI_NYG,PHI,6,50.0
2000_20_BAL_OAK,BAL,10,95.0
2000_20_BAL_OAK,LV,5,36.0
2000_20_MIN_NYG,MIN,5,61.0
2000_20_MIN_NYG,NYG,4,36.0
2000_21_BAL_NYG,BAL,9,70.0
2000_21_BAL_NYG,NYG,6,27.0
2001_01_ATL_SF,ATL,3,25.0
2001_01_ATL_SF,SF,6,60.0
2001_01_CAR_MIN,CAR,7,57.0
2001_01_CAR_MIN,MIN,7,40.0
2001_01_CHI_BAL,BAL,6,55.0
2001_01_CHI_BAL,CHI,5,56.0
2001_01_DET_GB,DET,4,57.0
2001_01_DET_GB,GB,4,35.0
2001_01_IND_NYJ,IND,2,10.0
2001_01_IND_NYJ,NYJ,3,30.0
2001_01_MIA_TEN,MIA,9,128.0
2001_01_MIA_TEN,TEN,12,77.0
2001_01_NE_CIN,CIN,3,20.0
2001_01_NE_CIN,NE,3,15.0
2001_01_NO_BUF,BUF,4,35.0
2001_01_NO_BUF,NO,4,35.0
2001_01_NYG_DEN,DEN,6,36.0
2001_01_NYG_DEN,NYG,7,35.0
2001_01_OAK_KC,KC,4,25.0
2001_01_OAK_KC,LV,10,106.0
2001_01_PIT_JAX,PIT,8,60.0
2001_01_SEA_CLE,CLE,4,43.0
2001_01_SEA_CLE,SEA,1,5.0
2001_01_STL_PHI,LA,7,45.0
2001_01_STL_PHI,PHI,2,20.0
2001_01_TB_DAL,DAL,4,32.0
2001_01_TB_DAL,TB,6,61.0
2001_01_WAS_SD,LAC,5,49.0
2001_01_WAS_SD,WAS,6,69.0
2001_02_BAL_CIN,BAL,7,45.0
2001_02_BAL_CIN,CIN,8,46.0
2001_02_BUF_IND,BUF,19,133.0
2001_02_BUF_IND,IND,8,59.0
2001_02_CAR_ATL,ATL,1,5.0
2001_02_CAR_ATL,CAR,7,54.0
2001_02_DEN_ARI,ARI,6,79.0
2001_02_DEN_ARI,DEN,4,32.0
2001_02_DET_CLE,CLE,9,50.0
2001_02_DET_CLE,DET,15,115.0
2001_02_MIN_CHI,CHI,7,78.0
2001_02_MIN_CHI,MIN,6,50.0
2001_02_NYG_KC,KC,2,10.0
2001_02_NYG_KC,NYG,2,15.0
2001_02_NYJ_NE,NE,9,85.0
2001_02_NYJ_NE,NYJ,6,49.0
2001_02_OAK_MIA,LV,3,25.0
2001_02_OAK_MIA,MIA,5,40.0
2001_02_PHI_SEA,PHI,5,30.0
2001_02_PHI_SEA,SEA,7,62.0
2001_02_SD_DAL,DAL,3,27.0
2001_02_SD_DAL,LAC,3,57.0
2001_02_STL_SF,LA,8,92.0
2001_02_STL_SF,SF,3,25.0
2001_02_TEN_JAX,TEN,9,85.0
2001_02_WAS_GB,GB,3,15.0
2001_02_WAS_GB,WAS,8,70.0
2001_03_ATL_ARI,ARI,3,30.0
2001_03_ATL_ARI,ATL,9,98.0
2001_03_BAL_DEN,BAL,7,74.0
2001_03_BAL_DEN,DEN,4,52.0
2001_03_CIN_SD,CIN,7,61.0
2001_03_CIN_SD,LAC,6,65.0
2001_03_CLE_JAX,CLE,13,110.0
2001_03_DAL_PHI,DAL,6,50.0
2001_03_DAL_PHI,PHI,10,81.0
2001_03_GB_CAR,CAR,3,35.0
2001_03_GB_CAR,GB,6,45.0
2001_03_IND_NE,IND,5,60.0
2001_03_IND_NE,NE,7,65.0
2001_03_KC_WAS,KC,7,78.0
2001_03_KC_WAS,WAS,4,25.0
2001_03_MIA_STL,LA,9,59.0
2001_03_MIA_STL,MIA,5,30.0
2001_03_NO_NYG,NO,14,92.0
2001_03_NO_NYG,NYG,11,100.0
2001_03_PIT_BUF,BUF,6,57.0
2001_03_PIT_BUF,PIT,12,125.0
2001_03_SEA_OAK,LV,12,89.0
2001_03_SEA_OAK,SEA,5,50.0
2001_03_SF_NYJ,NYJ,1,5.0
2001_03_SF_NYJ,SF,7,48.0
2001_03_TB_MIN,MIN,6,36.0
2001_03_TB_MIN,TB,3,25.0
2001_04_ARI_PHI,ARI,5,40.0
2001_04_ARI_PHI,PHI,8,58.0
2001_04_CAR_SF,CAR,8,95.0
2001_04_CAR_SF,SF,8,47.0
2001_04_CHI_ATL,ATL,6,55.0
2001_04_CHI_ATL,CHI,5,67.0
2001_04_CIN_PIT,CIN,6,35.0
2001_04_CIN_PIT,PIT,4,29.0
2001_04_DAL_OAK,DAL,4,29.0
2001_04_DAL_OAK,LV,8,70.0
2001_04_GB_TB,GB,4,26.0
2001_04_GB_TB,TB,7,60.0
2001_04_JAX_SEA,JAX,4,24.0
2001_04_JAX_SEA,SEA,7,60.0
2001_04_KC_DEN,DEN,8,53.0
2001_04_KC_DEN,KC,2,15.0
2001_04_MIN_NO,MIN,12,116.0
2001_04_MIN_NO,NO,8,65.0
2001_04_NE_MIA,MIA,11,86.0
2001_04_NE_MIA,NE,3,20.0
2001_04_NYJ_BUF,BUF,7,55.0
2001_04_NYJ_BUF,NYJ,6,56.0
2001_04_SD_CLE,CLE,6,40.0
2001_04_SD_CLE,LAC,6,30.0
2001_04_STL_DET,DET,8,68.0
2001_04_STL_DET,LA,3,15.0
2001_04_TEN_BAL,BAL,5,30.0
2001_04_TEN_BAL,TEN,9,107.0
2001_04_WAS_NYG,NYG,7,64.0
2001_04_WAS_NYG,WAS,7,53.0
2001_05_ARI_CHI,ARI,6,50.0
2001_05_ARI_CHI,CHI,5,45.0
2001_05_BAL_GB,BAL,10,85.0
2001_05_BAL_GB,GB,6,29.0
2001_05_CLE_CIN,CIN,10,74.0
2001_05_CLE_CIN,CLE,9,92.0
2001_05_DEN_SEA,DEN,12,148.0
2001_05_DEN_SEA,SEA,8,84.0
2001_05_DET_MIN,DET,8,90.0
2001_05_DET_MIN,MIN,8,70.0
2001_05_MIA_NYJ,MIA,6,72.0
2001_05_MIA_NYJ,NYJ,3,30.0
2001_05_NO_CAR,CAR,4,19.0
2001_05_NO_CAR,NO,6,55.0
2001_05_NYG_STL,LA,12,89.0
2001_05_NYG_STL,NYG,12,125.0
2001_05_OAK_IND,IND,7,38.0
2001_05_OAK_IND,LV,10,61.0
2001_05_PIT_KC,KC,2,10.0
2001_05_PIT_KC,PIT,8,67.0
2001_05_SD_NE,LAC,11,93.0
2001_05_SD_NE,NE,7,51.0
2001_05_SF_ATL,ATL,4,30.0
2001_05_SF_ATL,SF,8,70.0
2001_05_TB_TEN,TB,8,53.0
2001_05_TB_TEN,TEN,12,117.0
2001_05_WAS_DAL,DAL,3,22.0
2001_05_WAS_DAL,WAS,7,60.0
2001_06_ATL_NO,ATL,5,34.0
2001_06_ATL_NO,NO,3,25.0
2001_06_BAL_CLE,BAL,6,49.0
2001_06_BAL_CLE,CLE,12,78.0
2001_06_BUF_JAX,BUF,8,66.0
2001_06_CAR_WAS,CAR,7,51.0
2001_06_CAR_WAS,WAS,5,50.0
2001_06_CHI_CIN,CHI,2,25.0
2001_06_CHI_CIN,CIN,2,20.0
2001_06_DEN_SD,DEN,8,61.0
2001_06_DEN_SD,LAC,5,34.0
2001_06_GB_MIN,GB,5,48.0
2001_06_GB_MIN,MIN,7,54.0
2001_06_KC_ARI,ARI,6,50.0
2001_06_KC_ARI,KC,10,107.0
2001_06_NE_IND,IND,4,53.0
2001_06_NE_IND,NE,4,35.0
2001_06_PHI_NYG,NYG,3,31.0
2001_06_PHI_NYG,PHI,7,35.0
2001_06_PIT_TB,PIT,1,5.0
2001_06_PIT_TB,TB,1,10.0
2001_06_STL_NYJ,LA,4,33.0
2001_06_STL_NYJ,NYJ,10,66.0
2001_06_TEN_DET,DET,8,77.0
2001_06_TEN_DET,TEN,5,45.0
2001_07_ARI_DAL,ARI,5,72.0
2001_07_ARI_DAL,DAL,5,37.0
2001_07_BUF_SD,BUF,9,68.0
2001_07_BUF_SD,LAC,7,62.0
2001_07_CIN_DET,CIN,5,50.0
2001_07_CIN_DET,DET,9,96.0
2001_07_IND_KC,IND,7,54.0
2001_07_IND_KC,KC,2,10.0
2001_07_JAX_BAL,BAL,4,34.0
2001_07_JAX_BAL,JAX,10,70.0
2001_07_MIA_SEA,MIA,9,57.0
2001_07_MIA_SEA,SEA,5,40.0
2001_07_MIN_TB,MIN,5,40.0
2001_07_MIN_TB,TB,5,56.0
2001_07_NE_DEN,DEN,6,66.0
2001_07_NE_DEN,NE,7,53.0
2001_07_NO_STL,LA,8,58.0
2001_07_NO_STL,NO,7,81.0
2001_07_NYG_WAS,NYG,5,43.0
2001_07_NYG_WAS,WAS,11,76.0
2001_07_NYJ_CAR,CAR,5,55.0
2001_07_NYJ_CAR,NYJ,3,15.0
2001_07_OAK_PHI,LV,7,65.0
2001_07_OAK_PHI,PHI,5,31.0
2001_07_SF_CHI,CHI,3,17.0
2001_07_SF_CHI,SF,8,78.0
2001_07_TEN_PIT,PIT,4,20.0
2001_07_TEN_PIT,TEN,4,41.0
2001_08_BAL_PIT,BAL,4,25.0
2001_08_BAL_PIT,PIT,2,25.0
2001_08_CAR_MIA,CAR,5,44.0
2001_08_CAR_MIA,MIA,5,45.0
2001_08_CLE_CHI,CHI,6,55.0
2001_08_CLE_CHI,CLE,9,80.0
2001_08_DAL_NYG,DAL,5,40.0
2001_08_DAL_NYG,NYG,4,43.0
2001_08_DEN_OAK,DEN,7,71.0
2001_08_DEN_OAK,LV,11,93.0
2001_08_DET_SF,DET,8,62.0
2001_08_DET_SF,SF,6,83.0
2001_08_IND_BUF,BUF,4,20.0
2001_08_IND_BUF,IND,3,35.0
2001_08_JAX_TEN,JAX,3,14.0
2001_08_JAX_TEN,TEN,8,48.0
2001_08_KC_SD,KC,6,61.0
2001_08_KC_SD,LAC,4,20.0
2001_08_NE_ATL,ATL,7,55.0
2001_08_NE_ATL,NE,7,60.0
2001_08_NYJ_NO,NO,8,65.0
2001_08_NYJ_NO,NYJ,6,56.0
2001_08_PHI_ARI,ARI,1,9.0
2001_08_PHI_ARI,PHI,11,92.0
2001_08_SEA_WAS,SEA,1,16.0
2001_08_SEA_WAS,WAS,6,45.0
2001_08_TB_GB,GB,7,67.0
2001_08_TB_GB,TB,9,66.0
2001_09_BAL_TEN,BAL,6,60.0
2001_09_BAL_TEN,TEN,7,72.0
2001_09_BUF_NE,BUF,9,75.0
2001_09_BUF_NE,NE,7,75.0
2001_09_CAR_STL,CAR,4,38.0
2001_09_CAR_STL,LA,7,48.0
2001_09_CIN_JAX,CIN,15,101.0
2001_09_DAL_ATL,ATL,2,10.0
2001_09_DAL_ATL,DAL,4,41.0
