player,gsis_id,bucket,rating_0_100,tier,n_eff
Cameron Sample,00-0036850,DL,36.2,C,1400
Sam Kamara,00-0036705,DL,36.2,C,524
Josh Downs,00-0038997,WR,36.2,C,1847
Marcelino McCrary-Ball,00-0037526,LB,36.2,C,103
Konata Mumpfield,00-0040590,WR,36.2,C,397
Elic Ayomanor,00-0040170,WR,36.2,C,751
Cameron Latu,00-0038564,TE,36.2,C,94
Drake Jackson,00-0037826,DL,36.0,C,536
Robert Beal Jr.,00-0038603,DL,36.0,C,284
Tyrion Ingram-Dawkins,00-0040173,DL,36.0,C,235
Jalen Royals,00-0040646,WR,36.0,C,77
Travis Homer,00-0035594,RB,35.9,C,672
Tucker Fisk,00-0037654,TE,35.9,C,511
Alex Forsyth,00-0038649,OL,35.9,C,449
Michael Jerrell,00-0039842,OL,35.9,C,263
Will Johnson,00-0040751,DB,35.9,C,662
Keleki Latu,00-0040363,TE,35.9,C,78
Jalyn Armour-Davis,00-0038119,DB,35.8,C,646
C.J. Brewer,00-0037662,DL,35.8,C,212
Justin Eboigbe,00-0039835,DL,35.8,C,425
Elijah Moore,00-0036980,WR,35.7,C,3115
Jaylon Moore,00-0036557,OL,35.7,C,1163
Marvin Mims Jr.,00-0038976,WR,35.7,C,1127
Tyler Steen,00-0039001,OL,35.7,C,1459
Jake Andrews,00-0039030,OL,35.7,C,1225
Benjamin Chukwuma,00-0040417,OL,35.7,C,142
Del'Shawn Phillips,00-0035202,LB,35.6,C,345
Austen Pleasants,00-0035829,OL,35.6,C,188
Christian Braswell,00-0038616,DB,35.6,C,189
Cedric Johnson,00-0039752,DL,35.6,C,270
Elijah Ponder,00-0040574,LB,35.6,C,303
Kameron Johnson,00-0039589,WR,35.5,C,140
Perrion Winfrey,00-0038126,DL,35.4,C,362
Gunnar Helm,00-0040584,TE,35.4,C,504
R.J. Mickens,00-0040221,DB,35.4,C,336
Jordan Hancock,00-0040192,DB,35.4,C,178
Grant Stuard,00-0036672,LB,35.3,C,283
Mason Kinsey,00-0036176,WR,35.3,C,162
Quinton Bell,00-0035000,LB,35.3,C,404
Ethan Bonner,00-0038684,DB,35.3,C,122
Josh Newton,00-0039375,DB,35.3,C,728
Nohl Williams,00-0040670,DB,35.3,C,429
Ross Dwelley,00-0034073,TE,35.2,C,1356
Calvin Anderson,00-0034957,OL,35.2,C,912
Lucas Krull,00-0037539,TE,35.2,C,518
Jowon Briggs,00-0039431,DL,35.2,C,671
Jared Wayne,00-0038728,WR,35.2,C,95
Darius Cooper,00-0040024,WR,35.2,C,220
Ja'Marcus Ingram,00-0037661,DB,35.1,C,362
Baylon Spector,00-0037318,LB,35.1,C,343
Ja'Sir Taylor,00-0037307,DB,35.1,C,1150
John Michael Schmitz,00-0039019,OL,35.1,C,2382
Quan Martin,00-0039149,DB,35.1,C,2277
Alex Austin,00-0038646,DB,35.0,C,562
Jaylen Wright,00-0039874,RB,34.9,C,274
Jordan Magee,00-0039368,LB,34.9,C,359
Jayden Higgins,00-0040130,WR,34.9,D,725
Jalen Davis,00-0034446,DB,34.8,C,565
Kaiir Elam,00-0037242,DB,34.6,C,1568
Mazi Smith,00-0038545,DL,34.6,C,916
Princely Umanmielen,00-0040136,LB,34.6,C,225
Jamal Agnew,00-0033572,WR,34.5,D,1012
Josh Johnson,00-0026300,QB,34.5,C,515
Fred Johnson,00-0034951,OL,34.5,C,1846
Dante Stills,00-0038623,DL,34.5,C,1507
McKinnley Jackson,00-0039354,DL,34.5,C,367
Austin Schlottmann,00-0034112,OL,34.4,C,1333
Quintin Morris,00-0036590,TE,34.4,C,857
D.J. Ivey,00-0038642,DB,34.4,C,183
Darrell Luter Jr.,00-0038594,DB,34.3,C,321
Johnathan Edwards,00-0040347,DB,34.3,C,297
Olumuyiwa Fashanu,00-0039790,OL,34.2,C,1502
Robbie Ouzts,00-0040649,RB,34.2,D,200
Justin Skule,00-0034989,OL,34.1,C,1674
Travis Hunter,00-0040718,DB,34.1,C,456
Da'Shawn Hand,00-0034371,DL,34.0,C,2136
Chris Rumph II,00-0036867,LB,34.0,C,856
Sam Roberts,00-0037298,DL,34.0,C,247
Foster Sarell,00-0036584,OL,34.0,C,526
Elijah Hicks,00-0037096,DB,34.0,C,1029
Kitan Oladapo,00-0039818,DB,34.0,C,129
Tremon Smith,00-0034278,DB,33.9,C,648
Hunter Long,00-0037004,TE,33.8,C,747
Tre Brown,00-0036885,DB,33.8,C,1157
Tre Tucker,00-0038563,WR,33.8,D,2144
Jaleel McLaughlin,00-0038794,RB,33.7,D,562
Jimmy Horn Jr.,00-0040218,WR,33.7,D,161
Pat O'Connor,00-0033595,DL,33.6,C,618
Jaret Patterson,00-0036755,RB,33.6,D,274
Raheem Layne,00-0037468,DB,33.6,C,215
Kris Abrams-Draine,00-0039371,DB,33.6,C,321
Keyon Martin,00-0040636,DB,33.6,C,136
Adam Prentice,00-0036727,RB,33.5,D,781
Casey Washington,00-0039394,WR,33.5,D,177
River Cracraft,00-0034054,WR,33.4,D,608
DeeJay Dallas,00-0036425,RB,33.4,D,662
Ty'Ron Hopper,00-0039812,LB,33.4,C,145
Tommy Eichenberg,00-0039374,LB,33.3,C,159
Jelani Woods,00-0037755,TE,33.2,C,371
Markquese Bell,00-0037561,DB,33.2,C,1039
Matthew Butler,00-0037280,DL,33.2,D,349
Derius Davis,00-0038573,WR,33.2,D,367
Ty Hamilton,00-0040585,DL,33.2,D,166
Zach Harrison,00-0038980,DL,33.1,D,809
Kion Smith,00-0036839,OL,33.1,C,202
Corey Ballentine,00-0035633,DB,33.0,C,987
Jacob Hummel,00-0037633,LB,33.0,C,152
Rasheen Ali,00-0039796,RB,33.0,D,132
Zach Wilson,00-0037013,QB,32.9,C,1861
Thomas Booker,00-0037262,DL,32.9,D,932
Jaylon Carlies,00-0039377,LB,32.9,C,226
Benjamin Morrison,00-0040747,DB,32.9,C,345
Malik Herring,00-0036682,DL,32.8,D,474
Julius Brents,00-0039156,DB,32.8,C,647
Dante Trader Jr.,00-0040182,DB,32.8,C,397
Garret Wallow,00-0036844,LB,32.7,C,472
Claudin Cherelus,00-0038493,LB,32.7,C,399
Brenden Bates,00-0039458,TE,32.7,C,169
Kingsley Eguakun,00-0039442,OL,32.7,C,132
Luke Haggard,00-0038818,OL,32.7,C,232
Josh Woods,00-0034801,LB,32.6,C,718
Neville Gallimore,00-0036366,DL,32.5,D,1987
Ben Cleveland,00-0036977,OL,32.5,C,657
Kingsley Suamataia,00-0039844,OL,32.5,C,1214
Josh Butler,00-0038348,DB,32.5,D,177
Chad Muma,00-0037811,LB,32.4,C,739
Isaiah McGuire,00-0038574,DL,32.4,D,937
Zak Zinter,00-0039350,OL,32.4,D,265
Torricelli Simpkins III,00-0040541,OL,32.4,D,169
Britain Covey,00-0037132,WR,32.3,D,162
Teagan Quitoriano,00-0037277,TE,32.3,C,674
Kimani Vidal,00-0039391,RB,32.3,D,676
Dillon Gabriel,00-0040704,QB,32.3,C,351
Maurice Hurst,00-0034746,DL,32.1,D,1644
Deane Leonard,00-0037320,DB,32.1,D,332
Will Mallory,00-0038394,TE,32.1,D,251
Cornell Armstrong,00-0034792,DB,32.0,D,546
Charlie Heck,00-0036195,OL,32.0,D,1822
Jamari Thrash,00-0039379,WR,32.0,D,337
Carlos Basham,00-0036553,LB,31.9,D,960
DeMarvion Overshown,00-0038556,LB,31.9,D,864
Blake Hance,00-0035355,OL,31.8,D,1003
Rashee Rice,00-0039067,WR,31.8,D,1337
Mitchell Evans,00-0040187,TE,31.8,D,390
Sedrick Van Pran-Granger,00-0039876,OL,31.7,D,193
Julius Chestnut,00-0037594,RB,31.6,D,155
Jordan McFadden,00-0038595,OL,31.6,D,239
Isaiah Williams,00-0039451,WR,31.6,D,342
Hunter Nourzad,00-0039827,OL,31.6,D,117
Trikweze Bridges,00-0040251,DB,31.6,D,229
Ventrell Miller,00-0038570,LB,31.5,D,639
Feleipe Franks,00-0036825,TE,31.4,D,108
Michael Bandy,00-0036959,WR,31.4,D,243
Kei'Trel Clark,00-0038984,DB,31.4,D,713
Kenneth Grant,00-0040127,DL,31.4,D,523
Cody Simon,00-0040645,LB,31.4,D,516
Ko Kieft,00-0037311,TE,31.3,D,569
Quinn Ewers,00-0040234,QB,31.3,C,173
Chris Lammons,00-0034145,DB,31.2,D,450
Khalil Dorsey,00-0036124,DB,31.2,D,174
Kingsley Jonathan,00-0037431,DL,31.2,D,173
Mark Robinson,00-0037316,LB,31.2,D,221
JD Bertrand,00-0039370,LB,31.2,D,335
KT Leveston,00-0039755,OL,31.2,D,622
Mike Caliendo,00-0037207,OL,31.1,D,842
Tyson Bagent,00-0038416,QB,31.1,C,312
Malik Nabers,00-0039337,WR,31.1,D,1036
Dylan Cook,00-0037480,OL,31.1,D,334
Nick Bellore,00-0028292,LB,31.0,D,979
Christian Haynes,00-0039839,OL,31.0,D,188
Mekhi Wingo,00-0039396,DL,31.0,D,217
Jarrett Stidham,00-0035264,QB,30.9,D,441
Patrick Paul,00-0039899,OL,30.9,D,1247
Mike Morris,00-0038591,DL,30.8,D,254
Keaton Mitchell,00-0038454,RB,30.8,D,279
Khalid Kareem,00-0036341,LB,30.7,D,585
Trey Sermon,00-0036984,RB,30.7,D,439
Yasir Abdullah,00-0038580,LB,30.7,D,205
Jeremiah Trotter Jr.,00-0039826,LB,30.7,D,186
Danny Pinter,00-0036215,OL,30.6,D,836
Dee Eskridge,00-0036620,WR,30.6,D,470
DeAngelo Malone,00-0037808,LB,30.6,D,315
D'Anthony Bell,00-0037332,DB,30.5,D,477
James Houston,00-0037310,LB,30.5,D,581
Zayne Anderson,00-0036677,DB,30.4,D,158
Isaiah Foskey,00-0039143,DL,30.4,D,168
Sam Franklin Jr.,00-0036037,DB,30.3,D,744
Jalen Nailor,00-0037291,WR,30.3,D,1356
Dawand Jones,00-0039014,OL,30.3,D,1297
Tavius Robinson,00-0038505,LB,30.3,D,1262
Isaac TeSlaa,00-0040669,WR,30.3,D,419
A.J. Green,00-0036114,DB,30.2,D,305
Ronnie Rivers,00-0037557,RB,30.2,D,231
Kelee Ringo,00-0039140,DB,30.2,D,629
Jack Sawyer,00-0040160,LB,30.2,D,288
Zeek Biggers,00-0040248,DL,30.2,D,205
Braiden McGregor,00-0039284,DL,30.1,D,312
Kyle Monangai,00-0040236,RB,30.1,D,520
JC Latham,00-0039731,OL,30.0,D,1778
Dadrion Taylor-Demerson,00-0039864,DB,30.0,D,655
Kyle Hinton,00-0036354,OL,29.9,D,345
Emari Demercado,00-0038705,RB,29.9,D,621
Azareye'h Thomas,00-0040133,DB,29.9,D,292
Jordan Clark,00-0040397,DB,29.9,D,131
Desjuan Johnson,00-0039061,DL,29.8,D,386
RJ Harvey,00-0040730,RB,29.8,D,532
Byron Young,00-0038978,DL,29.7,D,424
DeMarcco Hellams,00-0038628,DB,29.7,D,363
Ashton Jeanty,00-0040122,RB,29.6,D,737
Shemar James,00-0040011,LB,29.6,D,500
Samuel Womack,00-0037830,DB,29.5,D,993
Jason Brownlee,00-0038492,WR,29.5,D,316
Luke Wypler,00-0038609,OL,29.5,D,316
Xavier Thomas,00-0039367,LB,29.5,D,209
Jonathan Ford,00-0037094,DL,29.5,D,217
Malik Turner,00-0034867,WR,29.4,D,404
Kyle Allen,00-0034577,QB,29.3,D,1279
Jaylon Jones,00-0037106,DB,29.3,D,685
Jake Hansen,00-0037457,LB,29.3,D,386
Sidy Sow,00-0038569,OL,29.3,D,905
Kaevon Merriweather,00-0038823,DB,29.3,D,430
Parry Nickerson,00-0034274,DB,29.1,D,351
Trey Lance,00-0037012,QB,29.1,D,433
CJ West,00-0040711,DL,29.1,D,323
Josh Fryar,00-0040382,OL,29.1,D,277
Zacch Pickens,00-0038937,DL,29.0,D,515
Tyler Goodson,00-0037120,RB,29.0,D,205
Nehemiah Pritchett,00-0039795,DB,29.0,D,238
Javontae Jean-Baptiste,00-0039412,LB,28.9,D,291
Jaden Crumedy,00-0039402,DL,28.9,D,155
Andre Baccellia,00-0035876,WR,28.8,D,240
DJ Glaze,00-0039349,OL,28.8,D,1873
Jacob Parrish,00-0040143,DB,28.8,D,710
Jordan Jefferson,00-0039743,DL,28.7,D,160
Shemar Stewart,00-0040756,DL,28.7,D,271
Greg Dulcich,00-0037252,TE,28.6,D,870
Tristin McCollum,00-0037461,DB,28.6,D,413
Kris Jenkins,00-0039908,DL,28.6,D,938
Jordan Burch,00-0040137,LB,28.6,D,457
Joe Giles-Harris,00-0035363,LB,28.5,D,244
Marlon Davidson,00-0036291,DL,28.5,D,534
Ty Summers,00-0034999,LB,28.5,D,328
Samori Toure,00-0037098,WR,28.5,D,243
Harold Fannin Jr.,00-0040663,TE,28.4,D,746
Korie Black,00-0040243,DB,28.4,D,172
Sean McKeon,00-0036032,TE,28.3,D,390
Joe Andreessen,00-0039763,LB,28.3,D,203
T.J. Tampa,00-0039234,DB,28.3,D,148
Darian Kinnard,00-0037194,OL,28.3,D,343
Jack Cochrane,00-0037208,LB,28.2,D,249
Nazeeh Johnson,00-0037198,DB,28.1,D,525
Joe Milton III,00-0039398,QB,28.1,D,103
Darien Porter,00-0040641,DB,28.1,D,572
Damon Arnette,00-0036359,DB,28.0,D,385
Elijah Chatman,00-0039764,DL,28.0,D,466
Marcus Mbow,00-0040181,OL,28.0,D,304
Keith Taylor,00-0036561,DB,27.9,D,912
David Martin-Robinson,00-0039648,TE,27.9,D,165
Caleb Rogers,00-0040150,OL,27.9,D,273
Quinton Bohanna,00-0036649,DL,27.8,D,616
Marlon Tuipulotu,00-0036920,DL,27.8,D,516
Jordon Riley,00-0038506,DL,27.8,D,424
Velus Jones Jr.,00-0037745,WR,27.7,D,271
Trevor Nowaske,00-0038660,LB,27.7,D,391
Kyu Blu Kelly,00-0038381,DB,27.6,D,573
Curtis Robinson,00-0036728,LB,27.5,D,330
Jonah Monheim,00-0040227,OL,27.5,D,182
Nick Kallerup,00-0040058,TE,27.5,D,130
Javon Solomon,00-0039879,LB,27.4,D,317
Josh Blackwell,00-0037129,DB,27.3,D,252
Austin Trammell,00-0036841,WR,27.3,D,226
Brashard Smith,00-0040078,RB,27.3,D,180
DJ Johnson,00-0038535,DL,27.2,D,624
Jared Wiley,00-0039824,TE,27.2,D,101
Emeka Egbuka,00-0040129,WR,27.2,D,837
Mike Brown,00-0037493,DB,27.1,D,474
Xavier Gipson,00-0038496,WR,27.1,D,713
Cam Jones,00-0038513,LB,27.0,D,167
Calvin Austin III,00-0037837,WR,27.0,D,1445
Mohamoud Diabate,00-0038711,LB,27.0,D,846
Donovan Ezeiruaku,00-0040725,LB,27.0,D,559
Maxwell Hairston,00-0040709,DB,27.0,D,335
Shavon Revel Jr.,00-0040008,DB,27.0,D,305
Jordan Phillips,00-0040175,DL,26.9,D,438
Dean Clark,00-0040396,DB,26.9,D,167
Terrell Burgess,00-0036421,DB,26.8,D,483
Jaylin Lane,00-0040164,WR,26.7,D,321
Elijah Arroyo,00-0040739,TE,26.7,D,312
Chimere Dike,00-0040705,WR,26.7,D,591
Brett Toth,00-0035743,OL,26.6,D,553
Sam Webb,00-0037516,DB,26.5,D,458
T.J. Sanders,00-0040724,DL,26.5,D,323
Malachi Moore,00-0040165,DB,26.5,D,885
Arian Smith,00-0040582,WR,26.4,D,361
Will Putnam,00-0039544,OL,26.4,D,136
Matt Dickerson,00-0034657,DL,26.3,D,818
Daniel Thomas,00-0036306,DB,26.3,D,528
Brenden Jaimes,00-0036636,OL,26.2,D,275
Michael Mayer,00-0039066,TE,26.2,D,1443
Dare Ogunbowale,00-0033854,RB,25.8,D,1435
Maason Smith,00-0039889,DL,25.8,D,645
Dylan Sampson,00-0040162,RB,25.8,D,234
Mason Taylor,00-0040736,TE,25.8,D,625
Corey Levin,00-0033793,OL,25.7,D,733
Nick Niemann,00-0036648,LB,25.7,D,349
Ryan McCollum,00-0036783,OL,25.7,D,300
Storm Duck,00-0039481,DB,25.7,D,381
Brandon Pili,00-0038694,DL,25.6,D,248
Ali Gaye,00-0038724,DL,25.6,D,199
Eric Watts,00-0039291,DL,25.6,D,306
Jack Westover,00-0039305,TE,25.6,D,275
D'Angelo Ross,00-0034966,DB,25.4,D,302
Tyrus Wheat,00-0038742,LB,25.4,D,241
Brenton Cox Jr.,00-0038463,DL,25.4,D,260
Brandon Allen,00-0032434,QB,25.3,D,614
Stephen Carlson,00-0035039,TE,25.3,D,293
Simi Fehoko,00-0036646,WR,25.1,D,328
Owen Pappoe,00-0038600,LB,25.1,D,324
Demani Richardson,00-0039601,DB,25.1,D,405
Cedric Gray,00-0039858,LB,25.1,D,910
Brett Rypien,00-0034955,QB,25.0,D,317
Qwan'tez Stiggers,00-0039789,DB,25.0,D,274
Trey Amos,00-0040731,DB,25.0,D,475
Caelen Carson,00-0039387,DB,24.9,D,433
Shane Zylstra,00-0036534,TE,24.8,D,542
Andre Jones Jr.,00-0038635,LB,24.8,D,224
Darren Hall,00-0036956,DB,24.7,D,1006
LaBryan Ray,00-0037203,DL,24.7,D,1049
Cameron Goode,00-0037315,LB,24.7,D,181
Jordan Jackson,00-0037294,DL,24.7,D,370
Dalton Tucker,00-0039578,OL,24.7,D,575
Tyler Lacy,00-0038940,DL,24.6,D,672
Adonai Mitchell,00-0039890,WR,24.6,D,843
Matt Peart,00-0036392,OL,24.5,D,1017
Alfred Collins,00-0040721,DL,24.5,D,523
Joe Bachie,00-0035895,LB,24.3,D,375
Trevor Penning,00-0037241,OL,24.3,D,2056
Tanner Conner,00-0037348,TE,24.2,D,239
Jeremiah Moon,00-0037179,LB,24.1,D,229
Christian Mahogany,00-0039408,OL,24.1,D,810
DJ Davidson,00-0037260,DL,23.9,D,751
Devon Key,00-0036683,DB,23.4,D,312
Roman Wilson,00-0039739,WR,23.4,D,249
Juanyeh Thomas,00-0037578,DB,23.3,D,509
Zachary Carter,00-0037804,DL,23.2,D,1269
Jakorian Bennett,00-0039072,DB,23.2,D,849
Elijah Campbell,00-0034248,DB,22.9,D,305
Giovanni Ricci,00-0035956,TE,22.7,D,370
Jon Gaines II,00-0038571,OL,22.5,D,345
Sydney Brown,00-0039002,DB,22.4,D,630
E.J. Jenkins,00-0038498,TE,22.4,D,103
Tate Ratledge,00-0040728,OL,21.8,D,1038
Phidarian Mathis,00-0038099,DL,21.5,D,559
Xavier Newman-Johnson,00-0037601,OL,21.5,D,327
John Ojukwu,00-0038852,OL,21.5,D,410
Jay Tufele,00-0036881,DL,21.3,D,730
Chukwuebuka Godrick,00-0039174,OL,20.7,D,179
Patrick Johnson,00-0036922,LB,20.5,D,516
Bo Melton,00-0037091,DB,20.4,D,519
Will Shipley,00-0039746,RB,20.4,D,180
Jason Marshall Jr.,00-0040178,DB,20.4,D,230
Isaiah Bond,00-0040782,WR,20.3,D,466
Michael Jurgens,00-0039419,OL,20.3,D,287
Luke Gifford,00-0035413,LB,20.0,D,451
Blake Whiteheart,00-0038710,TE,19.9,D,429
Brandon Walton,00-0036123,OL,19.8,D,242
Reddy Steward,00-0039465,DB,19.7,D,511
Armand Membou,00-0040123,OL,19.7,D,1005
David Ojabo,00-0038142,LB,19.6,D,565
Chris Oladokun,00-0037324,QB,19.2,D,109
Lecitus Smith,00-0037308,OL,19.1,D,260
Isaiah Davis,00-0039798,RB,18.8,D,380
Jordan Meredith,00-0036604,OL,18.6,D,1311
Austin Deculus,00-0037302,OL,18.2,D,558
Atonio Mafi,00-0038586,OL,17.9,D,583
Lathan Ransom,00-0040159,DB,17.4,D,337
PJ Mustipher,00-0038795,DL,17.2,D,311
Jalen Travis,00-0040163,OL,16.0,D,296
Brady Cook,00-0040398,QB,14.9,D,289
Tanner McKee,00-0038400,QB,13.7,D,168
Riley Leonard,00-0040206,QB,10.1,D,123
Esa Pole,00-0040092,OL,4.4,D,266
Dont'e Thornton Jr.,00-0040581,WR,3.3,D,375
Max Brosmer,00-0040494,QB,2.8,D,165
Clayton Tune,00-0038582,QB,1.0,D,143
