game_id,team,st_epa_for,n_for,st_epa_against,n_against,fx_epa_for,fx_n_for,fx_epa_against,fx_n_against
2013_14_DAL_CHI,DAL,5.179150,12,2.268836,5,0.071843,4,0.808089,7
2013_14_DET_PHI,DET,9.662143,12,-4.482226,10,-0.962722,1,0.000000,0
2013_14_DET_PHI,PHI,-4.482226,10,9.662143,12,0.000000,0,-0.962722,1
2013_14_HOU_JAX,HOU,0.456901,11,-0.665278,13,0.694585,4,1.157036,5
2013_14_HOU_JAX,JAX,-0.665278,13,0.456901,11,1.157036,5,0.694585,4
2013_14_IND_CIN,CIN,2.491161,10,2.051280,14,0.107764,6,-3.320859,5
2013_14_IND_CIN,IND,2.051280,14,2.491161,10,-3.320859,5,0.107764,6
2013_14_KC_WAS,KC,4.336859,5,-7.995272,16,-3.159040,8,1.090902,2
2013_14_KC_WAS,WAS,-7.995272,16,4.336859,5,1.090902,2,-3.159040,8
2013_14_MIA_PIT,MIA,1.465717,10,-1.642284,13,-1.124917,7,0.071843,4
2013_14_MIA_PIT,PIT,-1.642284,13,1.465717,10,0.071843,4,-1.124917,7
2013_14_MIN_BAL,BAL,10.766478,12,0.884378,14,0.053882,3,1.407318,4
2013_14_MIN_BAL,MIN,0.884378,14,10.766478,12,1.407318,4,0.053882,3
2013_14_NYG_SD,LAC,-0.238411,4,0.378245,11,1.680996,7,0.035921,2
2013_14_NYG_SD,NYG,0.378245,11,-0.238411,4,0.035921,2,1.680996,7
2013_14_OAK_NYJ,LV,-5.244530,11,2.900503,8,-1.918528,6,3.097872,7
2013_14_OAK_NYJ,NYJ,2.900503,8,-5.244530,11,3.097872,7,-1.918528,6
2013_14_SEA_SF,SEA,-2.194311,12,-0.480107,8,0.312649,3,3.731988,5
2013_14_SEA_SF,SF,-0.480107,8,-2.194311,12,3.731988,5,0.312649,3
2013_14_STL_ARI,ARI,2.169850,8,0.165079,10,-6.314329,6,0.889375,2
2013_14_STL_ARI,LA,0.165079,10,2.169850,8,0.889375,2,-6.314329,6
2013_14_TEN_DEN,DEN,-0.541917,7,8.296324,13,2.509169,9,0.071843,4
2013_14_TEN_DEN,TEN,8.296324,13,-0.541917,7,0.071843,4,2.509169,9
2013_15_ARI_TEN,ARI,1.165798,11,-1.740889,11,2.267230,7,-1.264923,7
2013_15_ARI_TEN,TEN,-1.740889,11,1.165798,11,-1.264923,7,2.267230,7
2013_15_BAL_DET,BAL,-0.268847,9,-1.280921,11,6.068280,6,0.636636,2
2013_15_BAL_DET,DET,-1.280921,11,-0.268847,9,0.636636,2,6.068280,6
2013_15_BUF_JAX,BUF,0.091850,9,0.971977,8,-1.665564,6,3.086306,4
2013_15_BUF_JAX,JAX,0.971977,8,0.091850,9,3.086306,4,-1.665564,6
2013_15_CHI_CLE,CHI,2.042222,9,-1.900721,12,0.167452,6,0.605538,5
2013_15_CHI_CLE,CLE,-1.900721,12,2.042222,9,0.605538,5,0.167452,6
2013_15_CIN_PIT,CIN,-0.687455,11,0.413113,7,0.035921,2,1.371846,6
2013_15_CIN_PIT,PIT,0.413113,7,-0.687455,11,1.371846,6,0.035921,2
2013_15_GB_DAL,DAL,-1.907398,9,-0.488050,13,5.239058,8,2.422036,5
2013_15_GB_DAL,GB,-0.488050,13,-1.907398,9,2.422036,5,5.239058,8
2013_15_HOU_IND,HOU,-0.886862,14,0.897599,9,1.291339,1,2.160411,5
2013_15_HOU_IND,IND,0.897599,9,-0.886862,14,2.160411,5,1.291339,1
2013_15_KC_OAK,KC,4.523429,10,-4.071964,10,0.143686,8,0.476741,5
2013_15_KC_OAK,LV,-4.071964,10,4.523429,10,0.476741,5,0.143686,8
2013_15_NE_MIA,MIA,2.200099,9,0.799849,8,0.406052,4,-3.558985,5
2013_15_NE_MIA,NE,0.799849,8,2.200099,9,-3.558985,5,0.406052,4
2013_15_NO_STL,LA,-3.137173,8,-3.270437,8,0.637124,5,-5.350571,4
2013_15_NO_STL,NO,-3.270437,8,-3.137173,8,-5.350571,4,0.637124,5
2013_15_NYJ_CAR,CAR,2.665570,7,-1.281287,11,1.231802,6,2.567689,4
2013_15_NYJ_CAR,NYJ,-1.281287,11,2.665570,7,2.567689,4,1.231802,6
2013_15_PHI_MIN,MIN,7.255282,8,0.840513,13,-1.868651,9,2.071899,4
2013_15_PHI_MIN,PHI,0.840513,13,7.255282,8,2.071899,4,-1.868651,9
2013_15_SD_DEN,DEN,3.228757,10,2.463954,8,1.074512,4,1.099588,5
2013_15_SD_DEN,LAC,2.463954,8,3.228757,10,1.099588,5,1.074512,4
2013_15_SEA_NYG,NYG,0.206407,14,-1.680802,8,0.000000,0,2.332459,5
2013_15_SEA_NYG,SEA,-1.680802,8,0.206407,14,2.332459,5,0.000000,0
2013_15_SF_TB,SF,0.286929,7,-5.523220,15,2.753828,7,0.035921,2
2013_15_SF_TB,TB,-5.523220,15,0.286929,7,0.035921,2,2.753828,7
2013_15_WAS_ATL,ATL,6.752687,11,1.357902,9,1.675893,5,0.550808,4
2013_15_WAS_ATL,WAS,1.357902,9,6.752687,11,0.550808,4,1.675893,5
2013_16_ARI_SEA,ARI,-0.610321,8,-2.272173,14,1.997920,3,-2.718299,3
2013_16_ARI_SEA,SEA,-2.272173,14,-0.610321,8,-2.718299,3,1.997920,3
2013_16_ATL_SF,ATL,0.915536,12,-5.193021,8,0.447983,4,2.071874,6
2013_16_ATL_SF,SF,-5.193021,8,0.915536,12,2.071874,6,0.447983,4
2013_16_CHI_PHI,CHI,-3.498262,15,2.539168,5,1.072942,1,1.556918,8
2013_16_CHI_PHI,PHI,2.539168,5,-3.498262,15,1.556918,8,1.072942,1
2013_16_CLE_NYJ,CLE,3.300224,7,-1.568517,7,0.224668,3,-2.725457,5
2013_16_CLE_NYJ,NYJ,-1.568517,7,3.300224,7,-2.725457,5,0.224668,3
2013_16_DAL_WAS,DAL,-1.206876,9,-2.348541,8,0.168043,4,2.161179,5
2013_16_DAL_WAS,WAS,-2.348541,8,-1.206876,9,2.161179,5,0.168043,4
2013_16_DEN_HOU,DEN,-0.071505,10,0.996678,15,1.150422,7,1.563525,3
2013_16_DEN_HOU,HOU,0.996678,15,-0.071505,10,1.563525,3,1.150422,7
2013_16_IND_KC,IND,0.366476,6,6.454014,11,-1.052787,6,-2.093759,2
2013_16_IND_KC,KC,6.454014,11,0.366476,6,-2.093759,2,-1.052787,6
2013_16_MIA_BUF,BUF,-2.068739,7,5.813305,16,1.559435,5,0.000000,0
2013_16_MIA_BUF,MIA,5.813305,16,-2.068739,7,0.000000,0,1.559435,5
2013_16_MIN_CIN,CIN,-1.560222,7,5.047882,12,0.107764,6,0.035921,2
2013_16_MIN_CIN,MIN,5.047882,12,-1.560222,7,0.035921,2,0.107764,6
2013_16_NE_BAL,BAL,2.611146,12,0.740697,9,-3.141239,2,1.960540,7
2013_16_NE_BAL,NE,0.740697,9,2.611146,12,1.960540,7,-3.141239,2
2013_16_NO_CAR,CAR,1.435314,12,1.840618,11,0.893568,3,0.839344,3
2013_16_NO_CAR,NO,1.840618,11,1.435314,12,0.839344,3,0.893568,3
2013_16_NYG_DET,DET,-0.278166,12,-0.909987,11,0.453440,2,2.614418,5
2013_16_NYG_DET,NYG,-0.909987,11,-0.278166,12,2.614418,5,0.453440,2
2013_16_OAK_SD,LAC,-0.451559,5,1.967593,12,2.368340,6,0.950506,3
2013_16_OAK_SD,LV,1.967593,12,-0.451559,5,0.950506,3,2.368340,6
2013_16_PIT_GB,GB,3.649553,12,1.498667,11,0.151125,5,0.334161,6
2013_16_PIT_GB,PIT,1.498667,11,3.649553,12,0.334161,6,0.151125,5
2013_16_TB_STL,LA,1.277109,5,-1.166939,10,3.576206,5,0.440870,3
2013_16_TB_STL,TB,-1.166939,10,1.277109,5,0.440870,3,3.576206,5
2013_16_TEN_JAX,JAX,3.967132,9,-0.178387,7,-0.372234,3,2.811042,4
2013_16_TEN_JAX,TEN,-0.178387,7,3.967132,9,2.811042,4,-0.372234,3
2013_17_BAL_CIN,BAL,1.077725,13,-0.734257,8,1.019865,3,1.470280,6
2013_17_BAL_CIN,CIN,-0.734257,8,1.077725,13,1.470280,6,1.019865,3
2013_17_BUF_NE,BUF,1.847749,11,6.960856,8,2.333263,4,2.354471,6
2013_17_BUF_NE,NE,6.960856,8,1.847749,11,2.354471,6,2.333263,4
2013_17_CAR_ATL,ATL,0.285721,9,-0.456328,11,1.197702,4,0.051524,3
2013_17_CAR_ATL,CAR,-0.456328,11,0.285721,9,0.051524,3,1.197702,4
2013_17_CLE_PIT,CLE,-3.295761,10,-0.228333,6,0.017961,1,0.701849,4
2013_17_CLE_PIT,PIT,-0.228333,6,-3.295761,10,0.701849,4,0.017961,1
2013_17_DEN_OAK,DEN,-2.373342,7,2.130131,12,2.765457,6,-3.037383,3
2013_17_DEN_OAK,LV,2.130131,12,-2.373342,7,-3.037383,3,2.765457,6
2013_17_DET_MIN,DET,-2.996287,10,0.814168,10,1.906529,3,0.034349,2
2013_17_DET_MIN,MIN,0.814168,10,-2.996287,10,0.034349,2,1.906529,3
2013_17_GB_CHI,CHI,-0.134170,11,-3.145774,7,0.071843,4,0.593997,5
2013_17_GB_CHI,GB,-3.145774,7,-0.134170,11,0.593997,5,0.071843,4
2013_17_HOU_TEN,HOU,2.306609,9,1.910091,9,0.067208,2,3.111625,4
2013_17_HOU_TEN,TEN,1.910091,9,2.306609,9,3.111625,4,0.067208,2
2013_17_JAX_IND,IND,-0.630518,8,0.663523,11,1.017562,6,0.514603,2
2013_17_JAX_IND,JAX,0.663523,11,-0.630518,8,0.514603,2,1.017562,6
2013_17_KC_SD,KC,1.241497,11,-0.608942,11,-1.176574,5,0.639754,5
2013_17_KC_SD,LAC,-0.608942,11,1.241497,11,0.639754,5,-1.176574,5
2013_17_NYJ_MIA,MIA,-0.609067,10,-0.551467,7,0.017961,1,-3.110967,5
2013_17_NYJ_MIA,NYJ,-0.551467,7,-0.609067,10,-3.110967,5,0.017961,1
2013_17_PHI_DAL,DAL,-1.193673,8,-0.802628,11,2.153678,4,1.200205,4
2013_17_PHI_DAL,PHI,-0.802628,11,-1.193673,8,1.200205,4,2.153678,4
2013_17_SF_ARI,ARI,-2.196025,8,1.117764,11,-4.753030,6,-0.197103,6
2013_17_SF_ARI,SF,1.117764,11,-2.196025,8,-0.197103,6,-4.753030,6
2013_17_STL_SEA,LA,2.694413,13,5.753326,9,0.488373,1,0.592263,5
2013_17_STL_SEA,SEA,5.753326,9,2.694413,13,0.592263,5,0.488373,1
2013_17_TB_NO,NO,-1.828188,8,0.526945,12,0.103048,6,2.032090,3
2013_17_TB_NO,TB,0.526945,12,-1.828188,8,2.032090,3,0.103048,6
2013_17_WAS_NYG,NYG,3.748528,11,-0.330493,14,-1.485814,5,1.319627,2
2013_17_WAS_NYG,WAS,-0.330493,14,3.748528,11,1.319627,2,-1.485814,5
2013_18_KC_IND,IND,1.418500,10,0.182654,10,0.715353,7,1.828551,8
2013_18_KC_IND,KC,0.182654,10,1.418500,10,1.828551,8,0.715353,7
2013_18_NO_PHI,NO,1.002418,8,1.823392,10,2.173230,6,-2.267859,5
2013_18_NO_PHI,PHI,1.823392,10,1.002418,8,-2.267859,5,2.173230,6
2013_18_SD_CIN,CIN,2.784155,9,0.259695,8,0.847152,2,0.218459,5
2013_18_SD_CIN,LAC,0.259695,8,2.784155,9,0.218459,5,0.847152,2
2013_18_SF_GB,GB,1.427897,10,0.542534,7,0.509703,4,0.494662,5
2013_18_SF_GB,SF,0.542534,7,1.427897,10,0.494662,5,0.509703,4
2013_19_IND_NE,IND,3.697924,13,-0.727474,11,0.595212,4,0.089804,5
2013_19_IND_NE,NE,-0.727474,11,3.697924,13,0.089804,5,0.595212,4
2013_19_NO_SEA,NO,0.891700,10,-0.722492,9,-6.876225,3,2.581949,5
2013_19_NO_SEA,SEA,-0.722492,9,0.891700,10,2.581949,5,-6.876225,3
2013_19_SD_DEN,DEN,-0.547253,4,-1.501496,9,-1.642064,5,-3.116113,4
2013_19_SD_DEN,LAC,-1.501496,9,-0.547253,4,-3.116113,4,-1.642064,5
2013_19_SF_CAR,CAR,1.905169,8,-0.657570,5,0.133078,2,2.239008,5
2013_19_SF_CAR,SF,-0.657570,5,1.905169,8,2.239008,5,0.133078,2
2013_20_NE_DEN,DEN,1.525709,5,2.877773,10,3.007316,6,1.266247,2
2013_20_NE_DEN,NE,2.877773,10,1.525709,5,1.266247,2,3.007316,6
2013_20_SF_SEA,SEA,4.372579,6,-0.255516,10,2.512320,5,0.138386,3
2013_20_SF_SEA,SF,-0.255516,10,4.372579,6,0.138386,3,2.512320,5
2013_21_SEA_DEN,DEN,1.527583,10,10.831103,4,0.000000,0,0.642618,7
2013_21_SEA_DEN,SEA,10.831103,4,1.527583,10,0.642618,7,0.000000,0
2014_01_BUF_CHI,BUF,1.357723,10,-1.502701,10,2.044009,5,1.183302,4
2014_01_BUF_CHI,CHI,-1.502701,10,1.357723,10,1.183302,4,2.044009,5
2014_01_CAR_TB,CAR,-1.779660,9,-1.708936,9,-3.365511,5,0.021442,2
2014_01_CAR_TB,TB,-1.708936,9,-1.779660,9,0.021442,2,-3.365511,5
2014_01_CIN_BAL,BAL,-3.300507,11,-1.279650,8,-2.300778,3,-2.214011,6
2014_01_CIN_BAL,CIN,-1.279650,8,-3.300507,11,-2.214011,6,-2.300778,3
2014_01_CLE_PIT,CLE,-4.442908,12,-1.104971,12,0.635505,5,1.245585,6
2014_01_CLE_PIT,PIT,-1.104971,12,-4.442908,12,1.245585,6,0.635505,5
2014_01_GB_SEA,GB,3.672863,11,1.402204,7,0.062395,2,0.457069,6
2014_01_GB_SEA,SEA,1.402204,7,3.672863,11,0.457069,6,0.062395,2
2014_01_IND_DEN,DEN,-3.558610,10,1.067066,10,0.083341,5,0.099586,4
2014_01_IND_DEN,IND,1.067066,10,-3.558610,10,0.099586,4,0.083341,5
2014_01_JAX_PHI,JAX,-3.849990,15,-1.343775,10,-6.235391,5,2.160807,6
2014_01_JAX_PHI,PHI,-1.343775,10,-3.849990,15,2.160807,6,-6.235391,5
2014_01_MIN_STL,LA,0.329803,13,-1.990034,8,0.091171,3,2.577732,6
2014_01_MIN_STL,MIN,-1.990034,8,0.329803,13,2.577732,6,0.091171,3
2014_01_NE_MIA,MIA,1.368286,7,-1.153086,14,0.736794,7,2.024193,4
2014_01_NE_MIA,NE,-1.153086,14,1.368286,7,2.024193,4,0.736794,7
2014_01_NO_ATL,ATL,-1.146441,10,1.454148,8,2.946234,7,1.508258,6
2014_01_NO_ATL,NO,1.454148,8,-1.146441,10,1.508258,6,2.946234,7
2014_01_NYG_DET,DET,-1.327426,5,-3.510317,12,-3.385628,6,0.007274,2
2014_01_NYG_DET,NYG,-3.510317,12,-1.327426,5,0.007274,2,-3.385628,6
2014_01_OAK_NYJ,LV,-0.893864,14,1.420003,8,0.021442,2,2.054600,3
2014_01_OAK_NYJ,NYJ,1.420003,8,-0.893864,14,2.054600,3,0.021442,2
2014_01_SD_ARI,ARI,-6.929002,9,-1.959935,10,0.617031,2,0.399736,3
2014_01_SD_ARI,LAC,-1.959935,10,-6.929002,9,0.399736,3,0.617031,2
2014_01_SF_DAL,DAL,0.512141,7,2.662041,8,0.206925,3,-3.579704,5
2014_01_SF_DAL,SF,2.662041,8,0.512141,7,-3.579704,5,0.206925,3
2014_01_TEN_KC,KC,1.388108,12,0.533588,9,-2.712575,3,2.904399,6
2014_01_TEN_KC,TEN,0.533588,9,1.388108,12,2.904399,6,-2.712575,3
2014_01_WAS_HOU,HOU,-3.882644,8,-6.460237,10,0.635922,3,-0.987797,1
2014_01_WAS_HOU,WAS,-6.460237,10,-3.882644,8,-0.987797,1,0.635922,3
2014_02_ARI_NYG,ARI,-1.776392,7,-11.996601,11,2.292743,5,0.021442,2
2014_02_ARI_NYG,NYG,-11.996601,11,-1.776392,7,0.021442,2,2.292743,5
2014_02_ATL_CIN,ATL,0.613147,11,1.495504,7,1.241412,2,-8.443196,7
2014_02_ATL_CIN,CIN,1.495504,7,0.613147,11,-8.443196,7,1.241412,2
2014_02_CHI_SF,CHI,-3.152934,11,0.982529,6,0.042883,4,0.197265,4
2014_02_CHI_SF,SF,0.982529,6,-3.152934,11,0.197265,4,0.042883,4
2014_02_DAL_TEN,DAL,1.047053,7,-2.578137,12,4.782590,6,1.460830,2
2014_02_DAL_TEN,TEN,-2.578137,12,1.047053,7,1.460830,2,4.782590,6
2014_02_DET_CAR,CAR,-1.573048,8,-4.698406,11,2.575446,4,-6.946006,3
2014_02_DET_CAR,DET,-4.698406,11,-1.573048,8,-6.946006,3,2.575446,4
2014_02_HOU_OAK,HOU,0.306500,5,-0.983617,10,-1.375694,7,0.021442,2
2014_02_HOU_OAK,LV,-0.983617,10,0.306500,5,0.021442,2,-1.375694,7
2014_02_JAX_WAS,JAX,3.127045,16,0.844528,7,0.362578,2,1.288737,7
2014_02_JAX_WAS,WAS,0.844528,7,3.127045,16,1.288737,7,0.362578,2
2014_02_KC_DEN,DEN,3.276510,7,0.812596,7,0.068582,4,-3.059645,4
2014_02_KC_DEN,KC,0.812596,7,3.276510,7,-3.059645,4,0.068582,4
2014_02_MIA_BUF,BUF,7.889870,7,-4.591972,14,-2.267770,8,0.279390,2
2014_02_MIA_BUF,MIA,-4.591972,14,7.889870,7,0.279390,2,-2.267770,8
2014_02_NE_MIN,MIN,-1.231915,12,-2.693554,7,-8.997029,2,2.637844,6
2014_02_NE_MIN,NE,-2.693554,7,-1.231915,12,2.637844,6,-8.997029,2
2014_02_NO_CLE,CLE,-0.913104,10,-1.983606,11,0.402480,4,0.135467,4
2014_02_NO_CLE,NO,-1.983606,11,-0.913104,10,0.135467,4,0.402480,4
2014_02_NYJ_GB,GB,2.788388,9,2.076835,12,2.704787,5,1.914920,4
2014_02_NYJ_GB,NYJ,2.076835,12,2.788388,9,1.914920,4,2.704787,5
2014_02_PHI_IND,IND,3.827885,10,0.208271,10,1.268634,5,-3.507517,7
2014_02_PHI_IND,PHI,0.208271,10,3.827885,10,-3.507517,7,1.268634,5
2014_02_PIT_BAL,BAL,0.289193,5,-2.821444,11,0.312154,6,0.925956,2
2014_02_PIT_BAL,PIT,-2.821444,11,0.289193,5,0.925956,2,0.312154,6
2014_02_SEA_SD,LAC,-0.999889,7,-3.440744,11,2.776052,6,0.032162,3
2014_02_SEA_SD,SEA,-3.440744,11,-0.999889,7,0.032162,3,2.776052,6
2014_02_STL_TB,LA,-0.579601,6,1.059412,8,2.125614,5,-3.025722,4
2014_02_STL_TB,TB,1.059412,8,-0.579601,6,-3.025722,4,2.125614,5
2014_03_BAL_CLE,BAL,0.815665,7,-1.835821,9,0.687362,5,-6.399376,5
2014_03_BAL_CLE,CLE,-1.835821,9,0.815665,7,-6.399376,5,0.687362,5
2014_03_CHI_NYJ,CHI,4.294339,11,-0.576614,9,1.154540,5,2.042101,5
2014_03_CHI_NYJ,NYJ,-0.576614,9,4.294339,11,2.042101,5,1.154540,5
2014_03_DAL_STL,DAL,-0.719581,8,-1.308246,8,0.734889,6,0.101590,5
2014_03_DAL_STL,LA,-1.308246,8,-0.719581,8,0.101590,5,0.734889,6
2014_03_DEN_SEA,DEN,-0.206785,14,1.529821,11,0.057416,2,-2.955970,5
2014_03_DEN_SEA,SEA,1.529821,11,-0.206785,14,-2.955970,5,0.057416,2
2014_03_GB_DET,DET,0.084780,5,-1.863272,9,-2.356492,4,0.003637,1
2014_03_GB_DET,GB,-1.863272,9,0.084780,5,0.003637,1,-2.356492,4
2014_03_HOU_NYG,HOU,-2.570764,12,1.875715,8,0.115080,3,1.028069,6
2014_03_HOU_NYG,NYG,1.875715,8,-2.570764,12,1.028069,6,0.115080,3
2014_03_IND_JAX,IND,1.056550,6,0.427730,14,2.363004,8,0.808172,3
2014_03_IND_JAX,JAX,0.427730,14,1.056550,6,0.808172,3,2.363004,8
2014_03_KC_MIA,KC,2.497737,8,2.433857,14,0.042883,4,-1.032293,4
2014_03_KC_MIA,MIA,2.433857,14,2.497737,8,-1.032293,4,0.042883,4
2014_03_MIN_NO,MIN,0.827749,8,-0.200957,8,0.795448,3,-0.989089,3
2014_03_MIN_NO,NO,-0.200957,8,0.827749,8,-0.989089,3,0.795448,3
2014_03_OAK_NE,LV,-1.092862,9,2.075955,9,3.071537,3,0.490558,4
2014_03_OAK_NE,NE,2.075955,9,-1.092862,9,0.490558,4,3.071537,3
2014_03_PIT_CAR,CAR,0.520832,11,7.830838,8,1.397116,3,1.589986,7
2014_03_PIT_CAR,PIT,7.830838,8,0.520832,11,1.589986,7,1.397116,3
2014_03_SD_BUF,BUF,3.003900,10,-1.045337,10,1.117089,2,0.406450,4
2014_03_SD_BUF,LAC,-1.045337,10,3.003900,10,0.406450,4,1.117089,2
2014_03_SF_ARI,ARI,-0.357387,4,-0.617358,10,2.134520,5,-4.668431,3
2014_03_SF_ARI,SF,-0.617358,10,-0.357387,4,-4.668431,3,2.134520,5
2014_03_TB_ATL,ATL,-0.371103,5,-5.315359,16,-1.747391,9,0.007274,2
2014_03_TB_ATL,TB,-5.315359,16,-0.371103,5,0.007274,2,-1.747391,9
2014_03_TEN_CIN,CIN,5.832307,7,-1.393794,10,0.194636,5,-8.100853,3
2014_03_TEN_CIN,TEN,-1.393794,10,5.832307,7,-8.100853,3,0.194636,5
2014_03_WAS_PHI,PHI,5.449456,11,-1.651968,11,2.704363,7,-1.537554,7
2014_03_WAS_PHI,WAS,-1.651968,11,5.449456,11,-1.537554,7,2.704363,7
2014_04_ATL_MIN,ATL,0.351198,14,1.819208,7,0.042883,4,0.268148,8
2014_04_ATL_MIN,MIN,1.819208,7,0.351198,14,0.268148,8,0.042883,4
2014_04_BUF_HOU,BUF,-2.656982,15,-0.725452,10,0.229821,3,4.043420,5
2014_04_BUF_HOU,HOU,-0.725452,10,-2.656982,15,4.043420,5,0.229821,3
2014_04_CAR_BAL,BAL,-0.900903,4,-1.732052,11,-1.228952,7,0.423670,2
2014_04_CAR_BAL,CAR,-1.732052,11,-0.900903,4,0.423670,2,-1.228952,7
2014_04_DET_NYJ,DET,-0.427490,10,-0.067539,11,-1.756496,5,0.135450,3
2014_04_DET_NYJ,NYJ,-0.067539,11,-0.427490,10,0.135450,3,-1.756496,5
2014_04_GB_CHI,CHI,-0.779904,7,1.558259,4,0.079320,3,-1.329051,7
2014_04_GB_CHI,GB,1.558259,4,-0.779904,7,-1.329051,7,0.079320,3
2014_04_JAX_SD,JAX,2.503993,10,-0.002910,6,0.021442,2,1.059509,7
2014_04_JAX_SD,LAC,-0.002910,6,2.503993,10,1.059509,7,0.021442,2
2014_04_MIA_OAK,LV,7.646241,13,0.127999,5,0.021442,2,0.725496,6
2014_04_MIA_OAK,MIA,0.127999,5,7.646241,13,0.725496,6,0.021442,2
2014_04_NE_KC,KC,1.531852,7,-0.574049,13,0.313209,7,0.021442,2
2014_04_NE_KC,NE,-0.574049,13,1.531852,7,0.021442,2,0.313209,7
2014_04_NO_DAL,DAL,-1.975304,8,-0.753372,9,1.549769,6,-3.907978,4
2014_04_NO_DAL,NO,-0.753372,9,-1.975304,8,-3.907978,4,1.549769,6
2014_04_NYG_WAS,NYG,1.695963,8,4.847734,11,0.181921,7,0.021442,2
2014_04_NYG_WAS,WAS,4.847734,11,1.695963,8,0.021442,2,0.181921,7
2014_04_PHI_SF,PHI,-1.968811,13,-11.959507,10,0.032162,3,3.266695,6
2014_04_PHI_SF,SF,-11.959507,10,-1.968811,13,3.266695,6,0.032162,3
2014_04_TB_PIT,PIT,-2.692353,10,0.485349,8,-1.861104,5,1.732143,5
2014_04_TB_PIT,TB,0.485349,8,-2.692353,10,1.732143,5,-1.861104,5
2014_04_TEN_IND,IND,-1.145526,8,-5.206496,14,0.455787,7,0.423470,3
2014_04_TEN_IND,TEN,-5.206496,14,-1.145526,8,0.423470,3,0.455787,7
2014_05_ARI_DEN,ARI,-4.217833,19,0.620158,9,1.428675,4,-0.995758,8
2014_05_ARI_DEN,DEN,0.620158,9,-4.217833,19,-0.995758,8,1.428675,4
2014_05_ATL_NYG,ATL,-2.675473,12,-6.409928,8,0.086600,4,3.195885,6
2014_05_ATL_NYG,NYG,-6.409928,8,-2.675473,12,3.195885,6,0.086600,4
2014_05_BAL_IND,BAL,6.499674,10,5.602395,6,0.997683,3,0.815394,4
2014_05_BAL_IND,IND,5.602395,6,6.499674,10,0.815394,4,0.997683,3
2014_05_BUF_DET,BUF,-3.915427,11,-1.685890,12,-1.676739,4,-9.318637,5
2014_05_BUF_DET,DET,-1.685890,12,-3.915427,11,-9.318637,5,-1.676739,4
2014_05_CHI_CAR,CAR,0.282213,10,-4.261750,10,1.054781,5,-2.626869,5
2014_05_CHI_CAR,CHI,-4.261750,10,0.282213,10,-2.626869,5,1.054781,5
2014_05_CIN_NE,CIN,-8.347978,14,-4.818456,7,-3.495806,4,3.178267,9
2014_05_CIN_NE,NE,-4.818456,7,-8.347978,14,3.178267,9,-3.495806,4
2014_05_CLE_TEN,CLE,-0.039189,9,-0.714227,11,1.291435,5,0.042883,4
2014_05_CLE_TEN,TEN,-0.714227,11,-0.039189,9,0.042883,4,1.291435,5
2014_05_HOU_DAL,DAL,-1.847061,8,2.728463,12,-0.442552,5,0.178436,3
2014_05_HOU_DAL,HOU,2.728463,12,-1.847061,8,0.178436,3,-0.442552,5
2014_05_KC_SF,KC,-3.312095,11,-0.593083,6,0.791635,3,5.359838,6
2014_05_KC_SF,SF,-0.593083,6,-3.312095,11,5.359838,6,0.791635,3
2014_05_MIN_GB,GB,0.641536,9,-1.408973,14,0.064325,6,0.097502,2
2014_05_MIN_GB,MIN,-1.408973,14,0.641536,9,0.097502,2,0.064325,6
2014_05_NYJ_SD,LAC,-1.807356,6,3.534435,14,0.393798,5,0.000000,0
2014_05_NYJ_SD,NYJ,3.534435,14,-1.807356,6,0.000000,0,0.393798,5
2014_05_PIT_JAX,JAX,-1.569812,9,-2.139706,9,1.636305,3,0.087695,3
2014_05_PIT_JAX,PIT,-2.139706,9,-1.569812,9,0.087695,3,1.636305,3
2014_05_SEA_WAS,SEA,4.283148,10,-1.496104,14,1.320319,5,0.135761,3
2014_05_SEA_WAS,WAS,-1.496104,14,4.283148,10,0.135761,3,1.320319,5
2014_05_STL_PHI,LA,-5.867568,12,0.810631,9,0.042883,4,0.251204,6
2014_05_STL_PHI,PHI,0.810631,9,-5.867568,12,0.251204,6,0.042883,4
2014_05_TB_NO,NO,1.037777,10,-1.129987,11,1.288209,5,1.676940,5
2014_05_TB_NO,TB,-1.129987,11,1.037777,10,1.676940,5,1.288209,5
2014_06_BAL_TB,BAL,2.988335,6,-2.086123,14,1.871938,9,-1.298558,4
2014_06_BAL_TB,TB,-2.086123,14,2.988335,6,-1.298558,4,1.871938,9
2014_06_CAR_CIN,CAR,0.790837,9,5.387626,9,-2.457698,8,-0.651657,8
2014_06_CAR_CIN,CIN,5.387626,9,0.790837,9,-0.651657,8,-2.457698,8
2014_06_CHI_ATL,ATL,-0.008531,11,-4.149249,9,3.562023,3,-0.894536,4
2014_06_CHI_ATL,CHI,-4.149249,9,-0.008531,11,-0.894536,4,3.562023,3
2014_06_DAL_SEA,DAL,-6.633030,9,7.183678,11,3.543946,6,2.046065,5
2014_06_DAL_SEA,SEA,7.183678,11,-6.633030,9,2.046065,5,3.543946,6
2014_06_DEN_NYJ,DEN,1.803106,12,2.893676,13,0.411977,5,0.210702,3
2014_06_DEN_NYJ,NYJ,2.893676,13,1.803106,12,0.210702,3,0.411977,5
2014_06_DET_MIN,DET,-1.267245,9,-0.975147,11,-6.337842,5,0.664126,1
2014_06_DET_MIN,MIN,-0.975147,11,-1.267245,9,0.664126,1,-6.337842,5
