game_id,team,st_epa_for,n_for,st_epa_against,n_against,fx_epa_for,fx_n_for,fx_epa_against,fx_n_against
1999_11_NE_MIA,NE,4.381287,12,5.610654,11,0.294438,3,0.319306,5
1999_11_NO_JAX,JAX,1.452740,7,-2.552848,11,1.785020,7,-1.221634,4
1999_11_NO_JAX,NO,-2.552848,11,1.452740,7,-1.221634,4,1.785020,7
1999_11_NYG_WAS,NYG,3.496663,11,3.677441,6,2.619852,3,-6.821416,8
1999_11_NYG_WAS,WAS,3.677441,6,3.496663,11,-6.821416,8,2.619852,3
1999_11_OAK_DEN,DEN,-0.389991,16,0.628569,13,1.482728,4,1.803988,3
1999_11_OAK_DEN,LV,0.628569,13,-0.389991,16,1.803988,3,1.482728,4
1999_11_PIT_TEN,PIT,3.895647,7,2.180407,10,-2.591833,3,0.061279,2
1999_11_PIT_TEN,TEN,2.180407,10,3.895647,7,0.061279,2,-2.591833,3
1999_11_SEA_KC,KC,1.091161,13,4.006256,10,0.744311,3,0.941432,5
1999_11_SEA_KC,SEA,4.006256,10,1.091161,13,0.941432,5,0.744311,3
1999_11_STL_SF,LA,0.577266,7,-0.669538,10,-0.625714,6,0.030639,1
1999_11_STL_SF,SF,-0.669538,10,0.577266,7,0.030639,1,-0.625714,6
1999_12_ARI_NYG,ARI,5.950091,9,4.604047,13,-1.877259,7,0.251152,4
1999_12_ARI_NYG,NYG,4.604047,13,5.950091,9,0.251152,4,-1.877259,7
1999_12_ATL_CAR,ATL,1.380491,13,2.267080,9,0.122558,4,-1.461128,7
1999_12_ATL_CAR,CAR,2.267080,9,1.380491,13,-1.461128,7,0.122558,4
1999_12_CHI_DET,CHI,7.433329,13,-0.213887,11,0.208417,3,-2.293795,4
1999_12_CHI_DET,DET,-0.213887,11,7.433329,13,-2.293795,4,0.208417,3
1999_12_CIN_PIT,CIN,1.291697,10,8.836755,10,-2.428050,6,1.361420,4
1999_12_CIN_PIT,PIT,8.836755,10,1.291697,10,1.361420,4,-2.428050,6
1999_12_GB_SF,GB,1.271434,8,1.002641,11,-2.765756,5,0.749593,1
1999_12_GB_SF,SF,1.002641,11,1.271434,8,0.749593,1,-2.765756,5
1999_12_JAX_BAL,BAL,9.543087,10,0.183762,12,2.902597,5,0.061279,2
1999_12_JAX_BAL,JAX,0.183762,12,9.543087,10,0.061279,2,2.902597,5
1999_12_KC_OAK,KC,2.892173,12,6.085220,12,3.702750,7,-1.491862,7
1999_12_KC_OAK,LV,6.085220,12,2.892173,12,-1.491862,7,3.702750,7
1999_12_MIA_DAL,DAL,0.149227,7,2.090019,9,1.017637,4,-8.424877,3
1999_12_MIA_DAL,MIA,2.090019,9,0.149227,7,-8.424877,3,1.017637,4
1999_12_NE_BUF,BUF,1.884148,7,0.267725,10,0.379263,3,0.030639,1
1999_12_NE_BUF,NE,0.267725,10,1.884148,7,0.030639,1,0.379263,3
1999_12_NO_STL,LA,5.362090,10,0.516991,11,0.135891,5,0.446359,5
1999_12_NO_STL,NO,0.516991,11,5.362090,10,0.446359,5,0.135891,5
1999_12_NYJ_IND,IND,1.674432,5,-0.270600,9,0.777079,3,0.582976,2
1999_12_NYJ_IND,NYJ,-0.270600,9,1.674432,5,0.582976,2,0.777079,3
1999_12_PHI_WAS,PHI,2.157692,8,6.025025,8,-2.513021,4,-0.977128,5
1999_12_PHI_WAS,WAS,6.025025,8,2.157692,8,-0.977128,5,-2.513021,4
1999_12_SD_MIN,LAC,1.869105,10,3.416444,11,1.585897,5,0.135891,5
1999_12_SD_MIN,MIN,3.416444,11,1.869105,10,0.135891,5,1.585897,5
1999_12_TB_SEA,SEA,1.645810,12,0.127090,11,0.171186,1,2.245428,3
1999_12_TB_SEA,TB,0.127090,11,1.645810,12,2.245428,3,0.171186,1
1999_12_TEN_CLE,CLE,-3.048179,13,10.569396,8,0.091918,3,-2.644906,6
1999_12_TEN_CLE,TEN,10.569396,8,-3.048179,13,-2.644906,6,0.091918,3
1999_13_CLE_SD,CLE,4.701920,11,0.497819,6,-2.516983,3,2.219015,5
1999_13_CLE_SD,LAC,0.497819,6,4.701920,11,2.219015,5,-2.516983,3
1999_13_DAL_NE,DAL,5.141369,8,-0.836740,7,-2.822931,3,1.578164,3
1999_13_DAL_NE,NE,-0.836740,7,5.141369,8,1.578164,3,-2.822931,3
1999_13_GB_CHI,CHI,5.743966,9,-2.340407,12,-1.558232,4,0.153197,5
1999_13_GB_CHI,GB,-2.340407,12,5.743966,9,0.153197,5,-1.558232,4
1999_13_IND_MIA,IND,3.350198,11,0.394909,11,5.097619,7,1.039440,6
1999_13_IND_MIA,MIA,0.394909,11,3.350198,11,1.039440,6,5.097619,7
1999_13_KC_DEN,DEN,-1.031548,13,4.663935,12,1.020826,2,1.168307,2
1999_13_KC_DEN,KC,4.663935,12,-1.031548,13,1.168307,2,1.020826,2
1999_13_MIN_TB,MIN,6.761756,8,8.195844,8,-2.658759,4,0.181353,4
1999_13_MIN_TB,TB,8.195844,8,6.761756,8,0.181353,4,-2.658759,4
1999_13_NO_ATL,ATL,1.897201,7,-1.630100,11,0.135891,5,0.501705,2
1999_13_NO_ATL,NO,-1.630100,11,1.897201,7,0.501705,2,0.135891,5
1999_13_NYJ_NYG,NYG,0.377259,8,3.626695,14,1.853450,7,0.122558,4
1999_13_NYJ_NYG,NYJ,3.626695,14,0.377259,8,0.122558,4,1.853450,7
1999_13_PHI_ARI,ARI,3.493801,8,0.984168,9,0.091918,3,0.358174,3
1999_13_PHI_ARI,PHI,0.984168,9,3.493801,8,0.358174,3,0.091918,3
1999_13_PIT_JAX,JAX,-2.037234,8,3.680266,10,0.634124,4,1.741803,2
1999_13_PIT_JAX,PIT,3.680266,10,-2.037234,8,1.741803,2,0.634124,4
1999_13_SEA_OAK,LV,1.090280,4,3.913995,8,-0.631930,7,0.091918,3
1999_13_SEA_OAK,SEA,3.913995,8,1.090280,4,0.091918,3,-0.631930,7
1999_13_SF_CIN,CIN,8.266714,9,5.759219,9,0.959452,7,0.764790,5
1999_13_SF_CIN,SF,5.759219,9,8.266714,9,0.764790,5,0.959452,7
1999_13_STL_CAR,CAR,3.378519,11,-0.130018,5,0.091918,3,-1.321483,7
1999_13_STL_CAR,LA,-0.130018,5,3.378519,11,-1.321483,7,0.091918,3
1999_13_TEN_BAL,BAL,2.085965,7,1.375960,14,0.504117,7,1.387164,2
1999_13_TEN_BAL,TEN,1.375960,14,2.085965,7,1.387164,2,0.504117,7
1999_13_WAS_DET,DET,-0.892387,10,-1.164511,14,3.297549,8,0.958830,3
1999_13_WAS_DET,WAS,-1.164511,14,-0.892387,10,0.958830,3,3.297549,8
1999_14_ARI_WAS,ARI,5.280230,10,-0.165194,7,0.386334,1,0.122558,4
1999_14_ARI_WAS,WAS,-0.165194,7,5.280230,10,0.122558,4,0.386334,1
1999_14_ATL_SF,ATL,-0.571138,13,1.525518,9,0.030639,1,0.231696,4
1999_14_ATL_SF,SF,1.525518,9,-0.571138,13,0.231696,4,0.030639,1
1999_14_BAL_PIT,BAL,6.556226,12,6.159054,13,0.183025,5,-1.887527,5
1999_14_BAL_PIT,PIT,6.159054,13,6.556226,12,-1.887527,5,0.183025,5
1999_14_CAR_GB,CAR,6.024859,7,4.777363,9,0.934995,5,1.266501,5
1999_14_CAR_GB,GB,4.777363,9,6.024859,7,1.266501,5,0.934995,5
1999_14_CLE_CIN,CIN,6.402265,8,0.093170,13,0.525088,6,0.061279,2
1999_14_CLE_CIN,CLE,0.093170,13,6.402265,8,0.061279,2,0.525088,6
1999_14_DEN_JAX,DEN,-0.879466,11,3.573063,12,0.974301,4,2.195147,5
1999_14_DEN_JAX,JAX,3.573063,12,-0.879466,11,2.195147,5,0.974301,4
1999_14_DET_TB,DET,0.014012,9,3.062400,12,1.131894,4,0.091918,3
1999_14_DET_TB,TB,3.062400,12,0.014012,9,0.091918,3,1.131894,4
1999_14_MIA_NYJ,MIA,1.330164,13,-2.473199,9,0.677823,4,-1.711062,7
1999_14_MIA_NYJ,NYJ,-2.473199,9,1.330164,13,-1.711062,7,0.677823,4
1999_14_MIN_KC,KC,0.246555,10,10.656890,10,-1.711095,6,-2.734557,5
1999_14_MIN_KC,MIN,10.656890,10,0.246555,10,-2.734557,5,-1.711095,6
1999_14_NE_IND,IND,0.204941,10,1.206404,10,0.675501,4,0.582164,3
1999_14_NE_IND,NE,1.206404,10,0.204941,10,0.582164,3,0.675501,4
1999_14_NYG_BUF,BUF,7.055747,10,3.607106,9,-2.370220,5,2.910245,5
1999_14_NYG_BUF,NYG,3.607106,9,7.055747,10,2.910245,5,-2.370220,5
1999_14_OAK_TEN,LV,0.128962,6,5.229114,7,-6.108065,4,0.091918,3
1999_14_OAK_TEN,TEN,5.229114,7,0.128962,6,0.091918,3,-6.108065,4
1999_14_PHI_DAL,DAL,2.814815,9,-0.359272,12,-3.737622,6,1.399234,2
1999_14_PHI_DAL,PHI,-0.359272,12,2.814815,9,1.399234,2,-3.737622,6
1999_14_SD_SEA,LAC,1.283701,10,7.485958,9,2.383291,5,-6.595513,7
1999_14_SD_SEA,SEA,7.485958,9,1.283701,10,-6.595513,7,2.383291,5
1999_14_STL_NO,LA,1.229748,4,3.843659,11,-5.918301,8,0.464018,2
1999_14_STL_NO,NO,3.843659,11,1.229748,4,0.464018,2,-5.918301,8
1999_15_ATL_TEN,ATL,2.031492,11,1.888396,11,0.491615,3,2.697261,6
1999_15_ATL_TEN,TEN,1.888396,11,2.031492,11,2.697261,6,0.491615,3
1999_15_BUF_ARI,ARI,4.000179,12,5.470977,7,0.091918,3,0.606701,5
1999_15_BUF_ARI,BUF,5.470977,7,4.000179,12,0.606701,5,0.091918,3
1999_15_DET_CHI,CHI,2.470287,6,1.766249,7,-2.668079,5,-2.236516,3
1999_15_DET_CHI,DET,1.766249,7,2.470287,6,-2.236516,3,-2.668079,5
1999_15_GB_MIN,GB,4.644864,12,-2.875861,11,0.279966,4,1.280650,4
1999_15_GB_MIN,MIN,-2.875861,11,4.644864,12,1.280650,4,0.279966,4
1999_15_JAX_CLE,CLE,3.309423,13,0.351163,6,0.061279,2,-3.624836,6
1999_15_JAX_CLE,JAX,0.351163,6,3.309423,13,-3.624836,6,0.061279,2
1999_15_NE_PHI,NE,1.083340,11,-2.104886,15,1.766969,4,-0.549280,5
1999_15_NE_PHI,PHI,-2.104886,15,1.083340,11,-0.549280,5,1.766969,4
1999_15_NO_BAL,BAL,2.938805,11,2.542313,17,1.112530,5,0.000000,0
1999_15_NO_BAL,NO,2.542313,17,2.938805,11,0.000000,0,1.112530,5
1999_15_NYG_STL,LA,3.172135,6,1.609825,11,-0.448678,6,-3.580176,3
1999_15_NYG_STL,NYG,1.609825,11,3.172135,6,-3.580176,3,-0.448678,6
1999_15_NYJ_DAL,DAL,1.263221,13,4.388145,8,0.091918,3,1.296281,5
1999_15_NYJ_DAL,NYJ,4.388145,8,1.263221,13,1.296281,5,0.091918,3
1999_15_PIT_KC,KC,1.725668,12,6.314164,11,0.153197,5,-0.244570,4
1999_15_PIT_KC,PIT,6.314164,11,1.725668,12,-0.244570,4,0.153197,5
1999_15_SD_MIA,LAC,5.078019,14,1.594750,11,-1.802724,4,1.463331,4
1999_15_SD_MIA,MIA,1.594750,11,5.078019,14,1.463331,4,-1.802724,4
1999_15_SEA_DEN,DEN,1.782543,11,3.305196,13,-0.265224,8,2.649017,6
1999_15_SEA_DEN,SEA,3.305196,13,1.782543,11,2.649017,6,-0.265224,8
1999_15_SF_CAR,CAR,3.432753,7,1.945409,11,1.754942,7,0.908862,4
1999_15_SF_CAR,SF,1.945409,11,3.432753,7,0.908862,4,1.754942,7
1999_15_TB_OAK,LV,-0.583392,7,3.245123,17,0.509932,7,0.000000,0
1999_15_TB_OAK,TB,3.245123,17,-0.583392,7,0.000000,0,0.509932,7
1999_15_WAS_IND,IND,-1.465707,8,1.790877,9,1.332142,4,-3.347782,4
1999_15_WAS_IND,WAS,1.790877,9,-1.465707,8,-3.347782,4,1.332142,4
1999_16_ARI_ATL,ARI,-0.155295,10,0.617957,5,0.054356,2,1.355310,7
1999_16_ARI_ATL,ATL,0.617957,5,-0.155295,10,1.355310,7,0.054356,2
1999_16_BUF_NE,BUF,-1.968389,7,3.564171,12,1.110413,3,-6.488265,5
1999_16_BUF_NE,NE,3.564171,12,-1.968389,7,-6.488265,5,1.110413,3
1999_16_CAR_PIT,CAR,0.427049,10,1.682998,8,-0.908082,3,1.948496,4
1999_16_CAR_PIT,PIT,1.682998,8,0.427049,10,1.948496,4,-0.908082,3
1999_16_CHI_STL,CHI,2.476411,12,-0.164866,5,-0.972822,1,-1.577292,7
1999_16_CHI_STL,LA,-0.164866,5,2.476411,12,-1.577292,7,-0.972822,1
1999_16_CIN_BAL,BAL,-0.704814,6,-0.115664,12,2.609459,6,-3.271381,1
1999_16_CIN_BAL,CIN,-0.115664,12,-0.704814,6,-3.271381,1,2.609459,6
1999_16_DAL_NO,DAL,4.172749,11,1.862011,10,0.464085,4,0.481841,5
1999_16_DAL_NO,NO,1.862011,10,4.172749,11,0.481841,5,0.464085,4
1999_16_DEN_DET,DEN,1.185557,6,0.550175,12,0.363519,3,0.027178,1
1999_16_DEN_DET,DET,0.550175,12,1.185557,6,0.027178,1,0.363519,3
1999_16_GB_TB,GB,1.112987,13,2.511632,8,1.684784,2,3.173746,5
1999_16_GB_TB,TB,2.511632,8,1.112987,13,3.173746,5,1.684784,2
1999_16_IND_CLE,CLE,2.133688,12,1.141220,10,0.122558,4,1.356547,5
1999_16_IND_CLE,IND,1.141220,10,2.133688,12,1.356547,5,0.122558,4
1999_16_JAX_TEN,JAX,8.581086,14,1.709025,7,0.061279,2,0.654773,7
1999_16_JAX_TEN,TEN,1.709025,7,8.581086,14,0.654773,7,0.061279,2
1999_16_KC_SEA,KC,-1.801044,13,-0.123792,12,0.054356,2,2.360127,5
1999_16_KC_SEA,SEA,-0.123792,12,-1.801044,13,2.360127,5,0.054356,2
1999_16_MIN_NYG,MIN,12.420258,9,5.042887,8,0.122558,4,0.720319,4
1999_16_MIN_NYG,NYG,5.042887,8,12.420258,9,0.720319,4,0.122558,4
1999_16_NYJ_MIA,MIA,6.851161,10,6.475999,10,-0.985866,6,1.887818,6
1999_16_NYJ_MIA,NYJ,6.475999,10,6.851161,10,1.887818,6,-0.985866,6
1999_16_OAK_SD,LAC,3.344565,9,0.305852,9,3.068499,5,-2.701245,6
1999_16_OAK_SD,LV,0.305852,9,3.344565,9,-2.701245,6,3.068499,5
1999_16_WAS_SF,SF,-0.462610,10,1.828234,11,0.646758,4,2.259584,4
1999_16_WAS_SF,WAS,1.828234,11,-0.462610,10,2.259584,4,0.646758,4
1999_17_ARI_GB,ARI,5.944927,11,9.858816,8,-1.572612,5,0.214476,7
1999_17_ARI_GB,GB,9.858816,8,5.944927,11,0.214476,7,-1.572612,5
1999_17_BAL_NE,BAL,-1.620282,9,4.811682,7,0.063614,1,1.768453,4
1999_17_BAL_NE,NE,4.811682,7,-1.620282,9,1.768453,4,0.063614,1
1999_17_CIN_JAX,CIN,2.535957,10,3.400986,4,0.030639,1,-5.280340,6
1999_17_CIN_JAX,JAX,3.400986,4,2.535957,10,-5.280340,6,0.030639,1
1999_17_DET_MIN,DET,0.886687,9,1.938636,5,-0.354282,4,-0.398558,5
1999_17_DET_MIN,MIN,1.938636,5,0.886687,9,-0.398558,5,-0.354282,4
1999_17_IND_BUF,BUF,-0.029496,6,3.284630,10,0.188041,5,0.361243,2
1999_17_IND_BUF,IND,3.284630,10,-0.029496,6,0.361243,2,0.188041,5
1999_17_MIA_WAS,MIA,3.790507,8,5.015711,9,0.970564,2,-1.959752,4
1999_17_MIA_WAS,WAS,5.015711,9,3.790507,8,-1.959752,4,0.970564,2
1999_17_NO_CAR,CAR,11.061271,9,1.747129,15,0.504158,7,0.030639,1
1999_17_NO_CAR,NO,1.747129,15,11.061271,9,0.030639,1,0.504158,7
1999_17_NYG_DAL,DAL,5.995599,6,-0.001527,12,1.761729,6,0.376171,2
1999_17_NYG_DAL,NYG,-0.001527,12,5.995599,6,0.376171,2,1.761729,6
1999_17_OAK_KC,KC,-5.269736,16,2.095872,17,-1.004915,7,1.428950,7
1999_17_OAK_KC,LV,2.095872,17,-5.269736,16,1.428950,7,-1.004915,7
1999_17_SD_DEN,DEN,4.027978,11,4.919329,8,2.912303,2,-3.220094,4
1999_17_SD_DEN,LAC,4.919329,8,4.027978,11,-3.220094,4,2.912303,2
1999_17_SEA_NYJ,NYJ,4.715864,6,5.352662,13,1.897035,5,2.515229,3
1999_17_SEA_NYJ,SEA,5.352662,13,4.715864,6,2.515229,3,1.897035,5
1999_17_SF_ATL,ATL,3.339213,8,-7.867331,11,0.792884,7,0.081535,3
1999_17_SF_ATL,SF,-7.867331,11,3.339213,8,0.081535,3,0.792884,7
1999_17_STL_PHI,LA,3.353836,11,9.006246,13,1.797935,5,-0.735981,7
1999_17_STL_PHI,PHI,9.006246,13,3.353836,11,-0.735981,7,1.797935,5
1999_17_TB_CHI,CHI,3.644687,10,1.251062,9,1.612476,2,-2.602512,5
1999_17_TB_CHI,TB,1.251062,9,3.644687,10,-2.602512,5,1.612476,2
1999_17_TEN_PIT,PIT,6.239560,11,4.075802,13,0.091918,3,1.174622,7
1999_17_TEN_PIT,TEN,4.075802,13,6.239560,11,1.174622,7,0.091918,3
1999_18_BUF_TEN,BUF,1.513242,12,14.917925,12,0.902958,2,-0.717125,5
1999_18_BUF_TEN,TEN,14.917925,12,1.513242,12,-0.717125,5,0.902958,2
1999_18_DAL_MIN,DAL,-0.897839,10,3.442063,8,-1.153013,3,2.511942,4
1999_18_DAL_MIN,MIN,3.442063,8,-0.897839,10,2.511942,4,-1.153013,3
1999_18_DET_WAS,DET,5.651610,13,-0.195523,6,0.030639,1,-8.767859,6
1999_18_DET_WAS,WAS,-0.195523,6,5.651610,13,-8.767859,6,0.030639,1
1999_18_MIA_SEA,MIA,3.875176,12,7.235910,12,2.161398,4,1.708237,3
1999_18_MIA_SEA,SEA,7.235910,12,3.875176,12,1.708237,3,2.161398,4
1999_19_MIA_JAX,JAX,-2.593346,7,4.598881,20,-0.541232,11,0.030639,1
1999_19_MIA_JAX,MIA,4.598881,20,-2.593346,7,0.030639,1,-0.541232,11
1999_19_MIN_STL,LA,7.810056,10,-4.435552,13,-2.724822,8,0.323127,3
1999_19_MIN_STL,MIN,-4.435552,13,7.810056,10,0.323127,3,-2.724822,8
1999_19_TEN_IND,IND,0.260745,13,3.760175,10,2.286666,4,3.540785,5
1999_19_TEN_IND,TEN,3.760175,10,0.260745,13,3.540785,5,2.286666,4
1999_19_WAS_TB,TB,3.015389,14,10.474393,11,0.030639,1,2.049444,3
1999_19_WAS_TB,WAS,10.474393,11,3.015389,14,2.049444,3,0.030639,1
1999_20_TB_STL,LA,-2.049178,8,0.337834,8,-2.805669,2,0.226282,2
1999_20_TB_STL,TB,0.337834,8,-2.049178,8,0.226282,2,-2.805669,2
1999_20_TEN_JAX,JAX,3.704294,9,14.195072,9,0.061279,2,0.639676,5
1999_20_TEN_JAX,TEN,14.195072,9,3.704294,9,0.639676,5,0.061279,2
1999_21_STL_TEN,LA,2.429811,6,2.796989,9,-2.410359,6,-4.396243,3
1999_21_STL_TEN,TEN,2.796989,9,2.429811,6,-4.396243,3,-2.410359,6
2000_01_ARI_NYG,ARI,6.371936,9,-0.342928,10,0.464101,2,0.091918,3
2000_01_ARI_NYG,NYG,-0.342928,10,6.371936,9,0.091918,3,0.464101,2
2000_01_BAL_PIT,BAL,2.168324,8,2.899911,10,0.933818,4,-2.194401,1
2000_01_BAL_PIT,PIT,2.899911,10,2.168324,8,-2.194401,1,0.933818,4
2000_01_CAR_WAS,CAR,10.140684,10,3.926694,8,-2.888739,4,0.347060,4
2000_01_CAR_WAS,WAS,3.926694,8,10.140684,10,0.347060,4,-2.888739,4
2000_01_CHI_MIN,CHI,0.824143,11,3.503100,8,1.555739,5,2.726300,6
2000_01_CHI_MIN,MIN,3.503100,8,0.824143,11,2.726300,6,1.555739,5
2000_01_DEN_STL,DEN,-5.439450,9,1.040741,9,1.527537,6,0.135891,5
2000_01_DEN_STL,LA,1.040741,9,-5.439450,9,0.135891,5,1.527537,6
2000_01_DET_NO,DET,-0.050541,10,-5.279035,10,0.344238,2,-1.608907,3
2000_01_DET_NO,NO,-5.279035,10,-0.050541,10,-1.608907,3,0.344238,2
2000_01_IND_KC,IND,2.373952,7,-0.926295,14,1.253320,5,0.061279,2
2000_01_IND_KC,KC,-0.926295,14,2.373952,7,0.061279,2,1.253320,5
2000_01_JAX_CLE,CLE,4.584896,11,0.226658,5,0.030639,1,1.939355,5
2000_01_JAX_CLE,JAX,0.226658,5,4.584896,11,1.939355,5,0.030639,1
2000_01_NYJ_GB,GB,3.490552,9,0.457907,8,4.066022,4,-4.872645,6
2000_01_NYJ_GB,NYJ,0.457907,8,3.490552,9,-4.872645,6,4.066022,4
2000_01_PHI_DAL,DAL,4.402577,15,2.693564,5,1.440332,2,1.398891,7
2000_01_PHI_DAL,PHI,2.693564,5,4.402577,15,1.398891,7,1.440332,2
2000_01_SD_OAK,LAC,5.080810,9,6.795159,13,0.000000,0,-2.708040,2
2000_01_SD_OAK,LV,6.795159,13,5.080810,9,-2.708040,2,0.000000,0
2000_01_SEA_MIA,MIA,1.186967,8,2.552775,12,2.715874,5,-2.632106,1
2000_01_SEA_MIA,SEA,2.552775,12,1.186967,8,-2.632106,1,2.715874,5
2000_01_SF_ATL,ATL,3.398400,7,-3.285334,13,5.185585,8,0.108713,4
2000_01_SF_ATL,SF,-3.285334,13,3.398400,7,0.108713,4,5.185585,8
2000_01_TB_NE,NE,3.980508,13,-8.836413,14,-0.850283,3,0.091918,3
2000_01_TB_NE,TB,-8.836413,14,3.980508,13,0.091918,3,-0.850283,3
2000_01_TEN_BUF,BUF,-0.655683,13,5.526203,14,1.044476,5,0.054041,4
2000_01_TEN_BUF,TEN,5.526203,14,-0.655683,13,0.054041,4,1.044476,5
2000_02_ATL_DEN,ATL,5.066230,15,-2.292073,8,0.061279,2,2.897509,6
2000_02_ATL_DEN,DEN,-2.292073,8,5.066230,15,2.897509,6,0.061279,2
2000_02_CAR_SF,CAR,-0.328617,7,1.145781,11,0.315479,6,0.061279,2
2000_02_CAR_SF,SF,1.145781,11,-0.328617,7,0.061279,2,0.315479,6
2000_02_CHI_TB,CHI,2.495027,15,-0.213223,6,-2.863799,1,0.179804,8
2000_02_CHI_TB,TB,-0.213223,6,2.495027,15,0.179804,8,-2.863799,1
2000_02_CLE_CIN,CIN,4.212434,11,7.965364,9,-2.556657,2,0.477918,4
2000_02_CLE_CIN,CLE,7.965364,9,4.212434,11,0.477918,4,-2.556657,2
2000_02_DAL_ARI,ARI,-2.596769,8,3.680459,9,4.711829,6,1.500384,5
2000_02_DAL_ARI,DAL,3.680459,9,-2.596769,8,1.500384,5,4.711829,6
2000_02_GB_BUF,BUF,10.849403,11,3.312808,12,1.283038,5,0.174232,2
2000_02_GB_BUF,GB,3.312808,12,10.849403,11,0.174232,2,1.283038,5
2000_02_JAX_BAL,BAL,3.615086,16,3.850363,10,1.740807,5,5.824410,8
2000_02_JAX_BAL,JAX,3.850363,10,3.615086,16,5.824410,8,1.740807,5
2000_02_KC_TEN,KC,-0.298415,10,4.916097,8,-3.341022,3,0.861321,3
2000_02_KC_TEN,TEN,4.916097,8,-0.298415,10,0.861321,3,-3.341022,3
2000_02_MIA_MIN,MIA,2.417690,13,3.712006,6,0.027178,1,2.165176,3
2000_02_MIA_MIN,MIN,3.712006,6,2.417690,13,2.165176,3,0.027178,1
2000_02_NE_NYJ,NE,0.119193,8,-0.072734,12,-1.247931,6,0.061279,2
2000_02_NE_NYJ,NYJ,-0.072734,12,0.119193,8,0.061279,2,-1.247931,6
2000_02_NO_SD,LAC,5.794104,10,2.096104,9,3.368812,5,0.596667,4
2000_02_NO_SD,NO,2.096104,9,5.794104,10,0.596667,4,3.368812,5
2000_02_NYG_PHI,NYG,3.688756,7,6.387816,12,3.016097,7,-0.026650,3
2000_02_NYG_PHI,PHI,6.387816,12,3.688756,7,-0.026650,3,3.016097,7
2000_02_OAK_IND,IND,-0.593549,9,-0.348487,9,-2.494588,6,-3.030889,7
2000_02_OAK_IND,LV,-0.348487,9,-0.593549,9,-3.030889,7,-2.494588,6
2000_02_STL_SEA,LA,3.592261,9,5.439897,10,3.935748,7,1.677904,6
2000_02_STL_SEA,SEA,5.439897,10,3.592261,9,1.677904,6,3.935748,7
2000_02_WAS_DET,DET,2.339769,5,2.853568,9,6.069514,5,0.202988,2
2000_02_WAS_DET,WAS,2.853568,9,2.339769,5,0.202988,2,6.069514,5
2000_03_ATL_CAR,ATL,4.705894,10,0.813071,9,-5.210115,5,-2.174012,3
2000_03_ATL_CAR,CAR,0.813071,9,4.705894,10,-2.174012,3,-5.210115,5
2000_03_BAL_MIA,BAL,0.991826,9,0.798764,6,-1.952660,3,1.569699,4
2000_03_BAL_MIA,MIA,0.798764,6,0.991826,9,1.569699,4,-1.952660,3
2000_03_BUF_NYJ,BUF,1.332012,11,15.086545,9,-3.415603,3,-0.210035,6
2000_03_BUF_NYJ,NYJ,15.086545,9,1.332012,11,-0.210035,6,-3.415603,3
2000_03_CIN_JAX,CIN,-5.192742,11,0.670433,8,-4.737494,2,-1.973503,4
2000_03_CIN_JAX,JAX,0.670433,8,-5.192742,11,-1.973503,4,-4.737494,2
2000_03_DAL_WAS,DAL,2.031733,9,3.450414,13,1.426964,5,0.091918,3
2000_03_DAL_WAS,WAS,3.450414,13,2.031733,9,0.091918,3,1.426964,5
2000_03_DEN_OAK,DEN,-3.919397,6,4.414344,10,0.864098,7,-1.924531,5
2000_03_DEN_OAK,LV,4.414344,10,-3.919397,6,-1.924531,5,0.864098,7
2000_03_MIN_NE,MIN,0.713777,8,3.924218,8,0.091918,3,-2.100930,2
2000_03_MIN_NE,NE,3.924218,8,0.713777,8,-2.100930,2,0.091918,3
2000_03_NO_SEA,NO,1.798779,10,3.917002,6,0.030639,1,-0.713820,5
2000_03_NO_SEA,SEA,3.917002,6,1.798779,10,-0.713820,5,0.030639,1
2000_03_NYG_CHI,CHI,3.377445,10,-0.160095,6,-1.895714,2,-8.143082,5
2000_03_NYG_CHI,NYG,-0.160095,6,3.377445,10,-8.143082,5,-1.895714,2
2000_03_PHI_GB,GB,1.367749,7,2.396339,12,-0.567972,3,1.299421,1
2000_03_PHI_GB,PHI,2.396339,12,1.367749,7,1.299421,1,-0.567972,3
2000_03_PIT_CLE,CLE,2.525518,9,6.127535,10,0.648205,5,1.563084,4
2000_03_PIT_CLE,PIT,6.127535,10,2.525518,9,1.563084,4,0.648205,5
2000_03_SF_STL,LA,0.535588,8,-0.512720,14,2.010258,7,0.167180,4
2000_03_SF_STL,SF,-0.512720,14,0.535588,8,0.167180,4,2.010258,7
2000_03_TB_DET,DET,0.655472,11,0.523096,6,-2.539282,3,-2.310004,6
2000_03_TB_DET,TB,0.523096,6,0.655472,11,-2.310004,6,-2.539282,3
2000_04_CIN_BAL,BAL,0.686863,2,-4.844504,12,1.522239,7,0.000000,0
2000_04_CIN_BAL,CIN,-4.844504,12,0.686863,2,0.000000,0,1.522239,7
2000_04_CLE_OAK,CLE,1.696992,12,4.369013,10,-2.790586,3,1.455410,6
2000_04_CLE_OAK,LV,4.369013,10,1.696992,12,1.455410,6,-2.790586,3
2000_04_DET_CHI,CHI,-3.677082,10,0.414153,13,0.061279,2,-3.189572,4
2000_04_DET_CHI,DET,0.414153,13,-3.677082,10,-3.189572,4,0.061279,2
2000_04_GB_ARI,ARI,4.224452,14,-0.216115,4,0.457249,1,4.976378,7
